timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1785336009.002535340,1785335951.390506983,250,46,Simple Radial,1804,29.494338337509255
1785336016.529823687,1785335954.908528090,251,ACTION_RESET_RESUME,0,0,0.0
1785336113.579016891,1785336055.901797056,334,16,Simple Radial,560,27.69761347095881
1785336125.438431728,1785336056.587419987,335,ACTION_RESET_RESUME,0,0,0.0
1785336313.143616311,1785336255.091048956,459,15,Radial Concentric,524,28.792148745877707
1785336322.626677000,1785336263.899362087,462,ACTION_RESET_RESUME,0,0,0.0
1785336333.022084958,1785336275.574939013,471,2,Bias,63,12.498039019945995
1785336333.831673590,1785336275.574939013,471,2,Bias,63,12.498039019945995
1785336334.299788124,1785336275.574939013,471,2,Bias,63,12.498039019945995
1785336335.696293603,1785336275.574939013,471,ACTION_RESET_RESUME,0,0,0.0
