timestamp,pupil_hardware_timestamp,event_count,active_model,num_bins,total_samples,current_rmse
1774951465.248548285,1774950969.198260068,69,Linear,16,785,30.993884499848875
1774951482.980969159,1774950969.198260068,69,ACTION_RESET_RESUME,0,0,0.0
1774951642.949265499,1774951149.394336938,122,Radial Concentric,19,786,27.851821819941176
