timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1779881356.307122930,1779880774.312618017,29,24,Simple Radial,892,11.58579488223486
1779881373.373050186,1779880788.180774927,31,ACTION_RESET_RESUME,0,0,0.0
1779881684.564344611,1779881100.418670893,158,ACTION_RESET_RESUME,0,0,0.0
