timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1780416637.933820927,1780416039.344655037,34,17,Simple Radial,662,18.81085978334
1780416655.533993482,1780416066.033760071,38,ACTION_RESET_RESUME,0,0,0.0
1780416787.965329825,1780416201.419157028,85,36,Linear,1162,20.171808330639607
1780416803.980465435,1780416215.187131882,90,ACTION_RESET_RESUME,0,0,0.0
1780416815.488867522,1780416228.314496040,96,6,Bias,135,10.741293090145584
1780416834.532207855,1780416244.323824883,100,ACTION_RESET_RESUME,0,0,0.0
1780416887.171790649,1780416298.498967886,122,ACTION_RESET_RESUME,0,0,0.0
