timestamp,button_id,state,in_frame,surface_angle_deg,center_x,center_y,apparent_area
1785515021.1438155,LeftHybridRe,inactive,True,24.54212992219548,204.2647186539736,395.99788091317987,2725.8581185265066
1785515021.1438155,RightHybridRe,inactive,True,17.1431880119858,316.39528395951163,386.71757863338155,2627.1258465726714
1785515021.1438155,DownHybridRe,inactive,True,25.39099246428159,266.6665703609531,443.2579011280866,2555.687832970485
1785515021.1438155,UpHybridRe,inactive,True,15.621479953709267,254.67232786167534,337.7483888775431,2885.160164344583
1785515021.1438155,CloseRe,inactive,True,22.878632454012056,316.38416487967123,434.3689946537333,2252.252835551648
1785515021.1438155,OpenRe,inactive,True,27.995633498716902,214.92110119607696,443.50299140380406,2354.6409312578107
1785515021.1438155,CloserHybridRe,inactive,True,11.761651438764913,309.14975687219294,339.1739263539622,2536.704397945643
1785515021.1438155,FartherHybridRe,hovered,True,21.234426995532026,201.00824151895827,347.5020213966294,2614.197771609437
1785515021.1438155,SwitchRef1,inactive,True,41.874392976669924,609.7616487392662,123.92976756945029,15572.007465203904
1785515021.1438155,SwitchRef2,inactive,True,39.712947186466046,243.95293458378154,505.7590852519229,5114.7652170730435
1785515021.6438804,LeftHybridRe,inactive,True,25.272519270308123,204.15761771249595,396.23096835696094,2729.7383722383165
1785515021.6438804,RightHybridRe,inactive,True,17.8888964654415,316.6317684152193,387.1204917614748,2644.6950399120615
1785515021.6438804,DownHybridRe,inactive,True,26.143127123589217,266.8305962228526,443.55901751066074,2555.1974616270454
1785515021.6438804,UpHybridRe,inactive,True,16.34399565867975,254.52202419501228,337.94465719601953,2909.600461913804
1785515021.6438804,CloseRe,inactive,True,23.61327968029497,316.6712478083558,434.7891456112411,2257.633264973185
1785515021.6438804,OpenRe,inactive,True,28.734423583406254,215.01584644216211,443.6884659253645,2348.9791018462274
1785515021.6438804,CloserHybridRe,inactive,True,12.511458040596702,309.29059973702635,339.4249689853284,2563.939950431137
1785515021.6438804,FartherHybridRe,active,True,21.92197439786882,200.69173546216945,347.6761612629433,2628.695287577477
1785515021.6438804,SwitchRef1,inactive,True,41.739178687010345,609.7703329314304,124.42693632075984,15577.443404335834
1785515021.6438804,SwitchRef2,inactive,True,40.209484543903585,243.70561407983516,505.78376357008557,5117.175261455879
1785515022.143712,LeftHybridRe,inactive,True,25.47578081064377,204.21643064921568,396.11190503207496,2728.174668590338
1785515022.143712,RightHybridRe,inactive,True,18.01742861614639,316.7261184767692,387.16849659264744,2651.588163937122
1785515022.143712,DownHybridRe,inactive,True,26.30049334575118,266.87811077797767,443.56675017948965,2556.8487659507664
1785515022.143712,UpHybridRe,inactive,True,16.555228159663763,254.56891638302125,337.8567091336543,2913.764672356214
1785515022.143712,CloseRe,inactive,True,23.734999195235382,316.75533227993367,434.88781151703677,2262.3167987992783
1785515022.143712,OpenRe,inactive,True,28.915701063597435,215.07392206343653,443.5927914601461,2347.068162620373
1785515022.143712,CloserHybridRe,inactive,True,12.667758322593066,309.38483189918134,339.3979975399741,2571.49341861016
1785515022.143712,FartherHybridRe,active,True,22.14508726460656,200.74556305318507,347.5354525118542,2628.2345979866914
1785515022.143712,SwitchRef1,inactive,True,41.25337373369415,607.8296362887124,125.63275263410691,15395.558494113528
1785515022.143712,SwitchRef2,inactive,True,39.62567294450214,243.9110239976024,505.8659163827539,5126.887146366411
1785515022.643711,LeftHybridRe,inactive,True,25.782603817542913,204.35428441327224,396.25284884701773,2720.257918152831
1785515022.643711,RightHybridRe,inactive,True,18.33866565028626,316.80070600547316,387.1377421795154,2650.1011247756396
1785515022.643711,DownHybridRe,inactive,True,26.612654432014892,267.1497440117576,443.50388895909373,2547.3941175590517
1785515022.643711,UpHybridRe,inactive,True,16.874068536060594,254.4526776221068,337.96740115530105,2914.6597334247053
1785515022.643711,CloseRe,inactive,True,24.041183083262464,316.9724340779042,434.7780823159951,2256.6355096967236
1785515022.643711,OpenRe,inactive,True,29.219900102320977,215.40590246234441,443.5992867021181,2335.9455625706396
