timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781886826.128029373,1781886820.153445959,135,38,Simple Radial,993,22.9558741370613
1781886840.433279443,1781886833.255083084,139,ACTION_RESET_RESUME,0,0,0.0
1781886908.959978876,1781886902.904853106,194,10,Bias,314,12.275299540139391
1781886925.585318718,1781886917.908823013,213,ACTION_RESET_RESUME,0,0,0.0
1781886999.575352703,1781886993.623639107,257,12,Radial Concentric,357,17.688854656292975
1781887017.594480195,1781887008.572820902,274,ACTION_RESET_RESUME,0,0,0.0
1781887070.654279388,1781887051.276715040,313,15,Bias,307,33.00722275920468
1781887086.640199631,1781887078.857064962,321,ACTION_RESET_RESUME,0,0,0.0
1781887215.056782064,1781887197.732682943,431,27,Linear,714,26.611885032136342
1781887228.533514576,1781887221.294265985,438,ACTION_RESET_RESUME,0,0,0.0
1781887263.212683007,1781887250.380433083,467,18,Radial Concentric,227,27.77887972802342
1781887276.099079330,1781887268.252279043,474,ACTION_RESET_RESUME,0,0,0.0
