timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1779475786.404647861,1779475203.313256025,0,4,UpHybridRe,Bias,23.531764561092423,23.531764561092423,23.531764561092423,23.531764561092423,23.531764561092423,23.531764561092423,23.531764561092423
1779475792.923677939,1779475209.675060034,1,5,LeftHybridRe,Bias,21.950827958610624,15.675216741199904,15.675216741199904,15.675216741199904,15.675216741199904,15.675216741199904,15.675216741199904
1779475795.371809992,1779475212.231683969,2,6,FartherHybridRe,Bias,21.45678044927841,12.1908224775949,12.1908224775949,12.170220684729122,12.1908224775949,12.1908224775949,12.1908224775949
1779475796.951299075,1779475213.888185024,3,7,UpHybridRe,Bias,22.33134741547494,11.433488992060907,11.433488992060907,11.419038916254724,11.433488992060907,11.433488992060907,11.433488992060907
1779475797.932994694,1779475214.858894110,4,7,UpHybridRe,Bias,48.75071358257162,36.13614457217036,36.13614457217036,36.179907444890794,36.13614457217036,36.13614457217036,36.13614457217036
1779475800.960808930,1779475217.862111092,5,11,CloserHybridRe,Radial Concentric,44.60363005640634,32.92296652336712,32.92296652336712,32.86145934771107,32.92296652336712,32.92296652336712,32.92296652336712
1779475802.211206648,1779475218.938111067,6,11,CloserHybridRe,Radial Concentric,62.6846661467741,51.525319331198034,51.525319331198034,51.61386653424355,51.4729182400211,51.525319331198034,51.525319331198034
1779475815.998639289,1779475232.870527983,7,1,DownHybridRe,Bias,5.743050261573191,5.743050261573191,5.743050261573191,5.743050261573191,5.743050261573191,5.743050261573191,5.743050261573191
1779475818.483082954,1779475235.322808981,8,2,LeftHybridRe,Bias,4.964553966768766,4.491962421153075,4.491962421153075,4.491962421153075,4.491962421153075,4.491962421153075,4.491962421153075
1779475819.487822620,1779475236.218687057,9,2,LeftHybridRe,Bias,6.639670031819423,5.443658941530598,5.443658941530598,5.443658941530598,5.443658941530598,5.443658941530598,5.443658941530598
1779475829.811019363,1779475246.628858089,10,3,FartherHybridRe,Bias,6.135208181132613,5.673922879167623,5.673922879167623,5.673922879167623,5.673922879167623,5.673922879167623,5.673922879167623
1779475835.335256023,1779475252.169034958,11,4,CloserHybridRe,Bias,6.016470960397745,5.561206087149502,5.561206087149502,5.561206087149502,5.561206087149502,5.561206087149502,5.561206087149502
1779475837.836646083,1779475254.686110973,12,5,CloserHybridRe,Bias,6.179114835771354,5.675189407783833,5.675189407783833,5.675189407783833,5.675189407783833,5.675189407783833,5.675189407783833
1779475843.767750914,1779475260.497020006,13,6,DownHybridRe,Bias,5.958644203571327,5.421394202133185,5.421394202133185,5.43051341642945,5.421394202133185,5.421394202133185,5.421394202133185
1779475849.899539473,1779475266.782156944,14,6,UpHybridRe,Bias,5.7801496294783155,5.120871857465044,5.120871857465044,5.13454895736038,5.120871857465044,5.120871857465044,5.120871857465044
1779475852.172691376,1779475269.069228888,15,7,RightHybridRe,Bias,5.597957498426116,5.119432110477541,5.119432110477541,5.1354033602138,5.119432110477541,5.119432110477541,5.119432110477541
1779475856.119433964,1779475273.008358002,16,10,RightHybridRe,Radial Concentric,6.0727308946229925,5.844541382068044,5.844541382068044,5.828858795787776,5.844541382068044,5.844541382068044,5.844541382068044
1779475888.142249519,1779475304.927603960,17,19,UpHybridRe,Radial Concentric,7.27956721837597,7.003225525947941,7.003225525947941,6.7093855805561535,7.003225525947941,7.003225525947941,7.003225525947941
1779475893.209838428,1779475310.127281904,18,19,UpHybridRe,Radial Concentric,7.460352336601162,7.108827532619652,7.1895054824763,6.769347507963846,7.0928168851292455,7.108827532619652,7.108827532619652
1779475896.647474840,1779475313.555809975,19,20,UpHybridRe,Radial Concentric,8.233766826955527,7.717268084186277,7.736305421349794,7.2221344412366,7.692028671701501,7.717268084186277,7.717268084186277
1779475898.042437706,1779475314.877053976,20,20,UpHybridRe,Radial Concentric,15.47869974856184,14.676293828378375,14.84448842399507,14.333597537566794,14.677224459847862,14.676293828378375,14.676293828378375
1779475910.385197555,1779475327.203197002,21,20,LeftHybridRe,Radial Concentric,14.898673393854995,14.336376926525936,14.358370233718622,13.928373970519582,14.283172408649223,14.336376926525936,14.336376926525936
1779475910.964509370,1779475327.878829956,22,20,LeftHybridRe,Radial Concentric,14.638798224680938,14.297748747030356,14.200357326279432,13.800318646217606,14.215794582498992,14.297748747030356,14.297748747030356
1779475913.776170306,1779475330.546178102,23,20,LeftHybridRe,Radial Concentric,14.329865930592629,14.16681563676334,13.987755869306934,13.530047365732287,14.05489537283693,14.16681563676334,14.16681563676334
1779475926.973102528,1779475343.597771883,24,21,RightHybridRe,Radial Concentric,13.8835899396369,13.75497689199883,13.58245787343279,13.137578624495491,13.638004628599436,13.75497689199883,13.75497689199883
1779475953.378692954,1779475370.127307892,25,8,LeftHybridRe,Raw,9.183158338196298,9.183158338196298,9.183158338196298,9.183158338196298,9.183158338196298,9.183158338196298,9.183158338196298
1779475967.295588286,1779475384.035752058,26,14,LeftHybridRe,Raw,10.059520504864407,12.098888893845016,12.098888893845016,11.90154415092594,12.089664929360572,12.098888893845016,12.098888893845016
1779476043.290101673,1779475460.181209087,27,2,RightHybridRe,Bias,14.25634398976019,14.25634398976019,14.25634398976019,14.25634398976019,14.25634398976019,14.25634398976019,14.25634398976019
1779476049.428959425,1779475465.800916910,28,5,LeftHybridRe,Bias,17.191895867562327,16.47787752234733,16.47787752234733,16.47787752234733,16.47787752234733,16.47787752234733,16.47787752234733
1779476055.983400972,1779475472.627367020,29,9,FartherHybridRe,Bias,18.145573375445085,12.861318846550049,12.861318846550049,12.81632076198416,12.861318846550049,12.861318846550049,12.861318846550049
1779476063.956306358,1779475480.760272980,30,10,FartherHybridRe,Bias,16.53717078992696,11.937173497161947,11.937173497161947,11.796719630583958,11.937173497161947,11.937173497161947,11.937173497161947
1779476066.202338619,1779475483.112178087,31,11,LeftHybridRe,Bias,15.299924845919122,11.753090643559357,11.753090643559357,11.397566898932391,11.753090643559357,11.753090643559357,11.753090643559357
1779476068.837094025,1779475485.719623089,32,11,DownHybridRe,Bias,14.834175359885114,10.829420439873857,10.829420439873857,10.581796893599686,10.829420439873857,10.829420439873857,10.829420439873857
1779476073.326220072,1779475490.153584957,33,12,A,Radial Concentric,15.252766189424197,13.01878832979592,13.01878832979592,12.093573723886497,13.01878832979592,13.01878832979592,13.01878832979592
1779476075.713524889,1779475492.580400944,34,12,A,Radial Concentric,16.147062941958193,14.502886110360924,14.502886110360924,12.762761314851835,14.143065954576143,14.502886110360924,14.502886110360924
1779476077.925055742,1779475494.351823092,35,12,UpHybridRe,Radial Concentric,15.45948487950661,13.422269288929652,13.422269288929652,12.06113058689751,13.11158191416427,13.422269288929652,13.422269288929652
1779476084.369162675,1779475501.229104042,36,13,RightHybridRe,Radial Concentric,14.551901010244842,12.940466527364743,12.940466527364743,11.596795919128088,12.676856127545474,12.940466527364743,12.940466527364743
1779476086.705813535,1779475503.615343094,37,13,RightHybridRe,Radial Concentric,13.491086757568754,12.826461318678268,12.826461318678268,11.393078457874713,12.602568767334384,12.826461318678268,12.826461318678268
