timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781791145.964752323,1781791141.826047897,15,17,Radial Concentric,474,26.19476258033217
1781791163.254943698,1781791155.593703985,23,ACTION_RESET_RESUME,0,0,0.0
1781791403.089643750,1781791399.064151049,193,28,Simple Radial,987,23.08404869763136
1781791403.349235988,1781791399.064151049,193,28,Simple Radial,987,23.08404869763136
1781791421.779928910,1781791414.388457060,204,ACTION_RESET_RESUME,0,0,0.0
1781791639.497891771,1781791628.481203079,350,ACTION_RESET_RESUME,0,0,0.0
