timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781010035.847049430,1781010055.806634903,191,46,Linear,1628,18.551130794353167
1781010067.490482077,1781010088.841500044,196,ACTION_RESET_RESUME,0,0,0.0
1781010177.020032651,1781010199.373909950,239,ACTION_RESET_RESUME,0,0,0.0
