timestamp,diameter_left,diameter_right,gaze_x,gaze_y
1781009593.909033,4.725652694702148,4.843242645263672,797.084716796875,504.9380798339844
1781009593.914033,4.769748687744141,4.828543663024902,795.9677124023438,504.8008728027344
1781009593.919156,4.74035120010376,4.865290641784668,795.8530883789062,505.1658630371094
1781009593.924156,4.788122177124023,4.887339115142822,794.1024169921875,503.9565734863281
1781009593.929156,4.846917152404785,4.824869155883789,793.1836547851562,499.6166687011719
1781009593.934156,4.821194648742676,4.824869155883789,795.5231323242188,500.1260681152344
1781009593.939156,4.835893154144287,4.846917152404785,791.5160522460938,510.0286560058594
1781009593.944156,4.835893154144287,4.832218647003174,790.225341796875,507.8307800292969
1781009593.949156,4.813845157623291,4.828543663024902,788.8624877929688,503.0082092285156
1781009593.954156,4.872640132904053,4.9424591064453125,791.5239868164062,501.5992736816406
1781009593.959156,4.788122177124023,4.887339115142822,791.7210693359375,501.3568420410156
1781009593.964156,4.802821159362793,4.850592136383057,791.3157958984375,492.7480773925781
1781009593.969156,4.935110092163086,4.975531578063965,792.831787109375,493.0496520996094
1781009593.974156,4.788122177124023,4.817519664764404,793.7997436523438,495.5443420410156
1781009593.979156,4.751375198364258,4.769748687744141,797.183837890625,496.8623352050781
1781009593.984156,4.821194648742676,4.780772686004639,791.7470092773438,498.3641052246094
1781009593.989156,4.920411109924316,4.902037620544434,793.9346313476562,496.8036804199219
1781009593.994156,4.835893154144287,4.8799896240234375,788.327880859375,494.6825256347656
1781009593.999156,4.762399196624756,4.887339115142822,791.3005981445312,500.5373840332031
1781009594.004156,4.909387111663818,4.887339115142822,793.3058471679688,506.4830017089844
1781009594.009156,4.821194648742676,4.916736602783203,792.8486328125,505.5755310058594
1781009594.014156,4.773423671722412,4.872640132904053,794.52294921875,503.2122497558594
1781009594.019156,4.8910136222839355,4.98288106918335,794.6309204101562,503.4139099121094
1781009594.024156,4.872640132904053,4.946134090423584,794.3338012695312,502.8592834472656
1781009594.029156,4.78444766998291,4.872640132904053,801.6611328125,509.3885803222656
1781009594.034156,4.876314640045166,4.902037620544434,797.2623291015625,510.1896057128906
1781009594.039156,4.7991461753845215,4.927760601043701,796.8250732421875,511.7298889160156
1781009594.044156,4.821194648742676,4.9534831047058105,795.8995971679688,508.8595886230469
1781009594.049156,4.935110092163086,4.964507579803467,788.8552856445312,483.9748229980469
1781009594.054278,4.788122177124023,4.861616134643555,793.0277099609375,504.4789733886719
1781009594.059278,4.887339115142822,4.909387111663818,792.259033203125,500.3586730957031
1781009594.064278,4.821194648742676,4.964507579803467,792.5886840820312,499.9722595214844
1781009594.069289,5.015953063964844,4.964507579803467,793.8516235351562,497.6493225097656
1781009594.074278,4.894688129425049,4.949808597564697,798.634521484375,517.6328125
1781009594.079278,4.887339115142822,4.788122177124023,796.399658203125,499.8843078613281
1781009594.084289,4.927760601043701,4.98288106918335,795.502685546875,499.7710876464844
1781009594.089278,4.894688129425049,4.916736602783203,794.3513793945312,501.9938659667969
1781009594.094278,4.883664131164551,4.8689656257629395,794.6661987304688,497.9444274902344
1781009594.099278,4.927760601043701,4.957158088684082,794.3666381835938,499.6356506347656
1781009594.104278,4.946134090423584,4.865290641784668,792.9329833984375,501.0696716308594
1781009594.109278,4.861616134643555,5.019627571105957,789.9769897460938,500.0059509277344
1781009594.114278,4.905712127685547,4.975531578063965,789.5999145507812,498.9947814941406
1781009594.119278,4.806495666503906,4.835893154144287,792.7703247070312,512.1641845703125
1781009594.124278,4.935110092163086,5.004929065704346,794.7601318359375,508.7317199707031
1781009594.129278,4.964507579803467,4.894688129425049,794.6730346679688,508.7797546386719
1781009594.134278,4.96818208694458,4.89836311340332,792.0735473632812,506.5932312011719
1781009594.139278,4.986555576324463,5.001254081726074,793.13037109375,505.3230895996094
1781009594.144278,4.89836311340332,4.85426664352417,792.1377563476562,504.7417297363281
1781009594.149289,4.788122177124023,4.935110092163086,791.7938842773438,503.0964660644531
1781009594.154278,4.990230083465576,4.9314351081848145,792.097900390625,502.2228088378906
1781009594.159278,4.909387111663818,4.9314351081848145,791.07470703125,500.3209533691406
1781009594.164278,5.041676044464111,4.905712127685547,791.2826538085938,499.9500427246094
1781009594.169278,4.975531578063965,4.887339115142822,790.0559692382812,499.0789489746094
1781009594.174289,4.990230083465576,4.909387111663818,792.2108154296875,495.4814758300781
1781009594.179278,4.824869155883789,4.887339115142822,795.2796020507812,502.1788635253906
1781009594.184289,4.916736602783203,4.8101701736450195,795.3530883789062,502.1415100097656
1781009594.1894,4.894688129425049,5.019627571105957,795.8531494140625,504.9578552246094
1781009594.194289,4.935110092163086,4.964507579803467,797.6591796875,499.9515686035156
1781009594.1994,4.920411109924316,4.916736602783203,796.1609497070312,496.4848937988281
1781009594.2044,4.938784599304199,4.96818208694458,796.2821044921875,496.3840026855469
1781009594.2094,4.813845157623291,4.865290641784668,793.1770629882812,500.5458679199219
1781009594.2144,4.806495666503906,4.872640132904053,790.0178833007812,500.2472229003906
1781009594.219411,4.887339115142822,4.964507579803467,789.88671875,501.1372375488281
1781009594.224411,4.909387111663818,4.876314640045166,786.4434204101562,529.5714111328125
1781009594.229411,4.920411109924316,5.026977062225342,785.8797607421875,535.650146484375
1781009594.2344,4.89836311340332,4.964507579803467,789.542236328125,536.95263671875
1781009594.2394,5.0122785568237305,5.060049533843994,789.1941528320312,536.091796875
1781009594.2444,4.938784599304199,4.9424591064453125,787.3271484375,537.98046875
1781009594.249411,4.9424591064453125,4.938784599304199,785.6431884765625,531.4608154296875
1781009594.254411,4.9314351081848145,5.008603572845459,792.6162719726562,534.171875
1781009594.2594,4.975531578063965,5.004929065704346,793.9237060546875,528.5093994140625
1781009594.2644,4.916736602783203,4.9534831047058105,790.3233032226562,528.7606201171875
1781009594.2694,4.920411109924316,4.979206085205078,790.4419555664062,528.8099365234375
1781009594.274411,4.960832595825195,5.026977062225342,789.007568359375,530.9532470703125
1781009594.2794,4.902037620544434,4.96818208694458,789.135009765625,533.0819091796875
1781009594.2844,4.865290641784668,5.0122785568237305,788.8878173828125,533.0574951171875
1781009594.2894,4.927760601043701,5.0233025550842285,790.5120239257812,531.18896484375
1781009594.2944,4.971856594085693,5.004929065704346,791.3793334960938,531.569580078125
1781009594.2994,4.850592136383057,4.92408561706543,790.559326171875,534.7144775390625
1781009594.3044,4.887339115142822,4.997579574584961,791.218994140625,529.9678955078125
1781009594.3094,4.909387111663818,5.026977062225342,793.0354614257812,529.012451171875
1781009594.3144,4.946134090423584,4.997579574584961,794.5164184570312,518.436767578125
1781009594.319411,4.997579574584961,4.975531578063965,793.7938232421875,530.521240234375
1781009594.324533,5.015953063964844,4.975531578063965,793.043701171875,528.5462646484375
1781009594.329533,4.909387111663818,5.122519016265869,792.5673217773438,527.215576171875
1781009594.334533,4.98288106918335,5.045350551605225,791.8370971679688,527.2630615234375
1781009594.339533,5.0233025550842285,4.894688129425049,793.1031494140625,527.0675048828125
1781009594.344533,4.909387111663818,4.916736602783203,792.6119384765625,529.16796875
1781009594.349533,4.909387111663818,5.063724040985107,792.35107421875,529.2674560546875
1781009594.354533,4.979206085205078,5.001254081726074,788.426025390625,536.1466064453125
1781009594.359533,4.975531578063965,4.9534831047058105,786.68359375,536.178955078125
1781009594.364533,4.89836311340332,4.946134090423584,789.8074951171875,537.1473388671875
1781009594.369533,4.916736602783203,5.045350551605225,794.10107421875,530.3294677734375
1781009594.374533,4.975531578063965,5.041676044464111,795.57666015625,535.746337890625
1781009594.379534,4.902037620544434,5.071073532104492,796.0220336914062,532.8214111328125
1781009594.384533,4.920411109924316,4.997579574584961,796.2762451171875,539.4891357421875
1781009594.389534,4.913061618804932,5.0747480392456055,797.7572631835938,543.5804443359375
1781009594.394533,4.96818208694458,5.078423023223877,797.511962890625,543.06396484375
1781009594.399534,4.96818208694458,5.144567012786865,788.9111328125,573.8038330078125
