timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781107518.433261097,1781107526.117109060,33,16,Radial Concentric,680,17.092255296054088
1781107535.599733819,1781107539.865406990,35,ACTION_RESET_RESUME,0,0,0.0
1781107934.734385537,1781107939.233155012,190,ACTION_RESET_RESUME,0,0,0.0
