timestamp,x,y,z
2024-08-13 15:08:14.350773,0.5192372512817383,0.4553597513834635,1.0
2024-08-13 15:08:14.397303,0.5176350021362305,0.45341705322265624,1.0
2024-08-13 15:08:14.422848,0.5169974517822266,0.45487406412760417,1.0
2024-08-13 15:08:14.450237,0.5166355514526367,0.4565930684407552,1.0
2024-08-13 15:08:14.469385,0.5191372299194336,0.45148356119791666,1.0
2024-08-13 15:08:14.500521,0.5161012649536133,0.45067484537760416,1.0
2024-08-13 15:08:14.533480,0.5161323928833008,0.44251230875651043,1.0
2024-08-13 15:08:14.568859,0.5141355514526367,0.448865000406901,1.0
2024-08-13 15:08:14.599619,0.5171329879760742,0.4502568562825521,1.0
2024-08-13 15:08:14.631890,0.516650390625,0.4505864461263021,1.0
2024-08-13 15:08:14.665541,0.5156893539428711,0.4518280029296875,1.0
2024-08-13 15:08:14.699537,0.5167094421386719,0.44689422607421875,1.0
2024-08-13 15:08:14.731552,0.5155164718627929,0.44606175740559895,1.0
2024-08-13 15:08:14.763705,0.5166455841064453,0.4500727335611979,1.0
2024-08-13 15:08:14.798531,0.5212886810302735,0.4601301066080729,1.0
2024-08-13 15:08:14.830723,0.5178399276733399,0.45911142985026043,1.0
2024-08-13 15:08:14.863107,0.5197939682006836,0.4596354166666667,1.0
2024-08-13 15:08:14.897101,0.5181145095825195,0.4609424336751302,1.0
2024-08-13 15:08:14.933870,0.5190583801269532,0.46275853474934897,1.0
2024-08-13 15:08:14.964266,0.521189079284668,0.4511021931966146,1.0
2024-08-13 15:08:14.998612,0.5182802963256836,0.4451885986328125,1.0
2024-08-13 15:08:15.031013,0.5179787063598633,0.4442865498860677,1.0
2024-08-13 15:08:15.063122,0.5196388244628907,0.44525054931640623,1.0
2024-08-13 15:08:15.097160,0.5160310745239258,0.4450001525878906,1.0
2024-08-13 15:08:15.139031,0.515582160949707,0.44419102986653647,1.0
2024-08-13 15:08:15.164142,0.5179469680786133,0.4386872355143229,1.0
2024-08-13 15:08:15.197125,0.5174520111083984,0.44630213419596354,1.0
2024-08-13 15:08:15.229490,0.5156740570068359,0.44593892415364583,1.0
2024-08-13 15:08:15.264215,0.5171403503417968,0.4439237467447917,1.0
2024-08-13 15:08:15.297259,0.5167242431640625,0.4478624471028646,1.0
2024-08-13 15:08:15.329799,0.5171041107177734,0.4471192932128906,1.0
2024-08-13 15:08:15.365290,0.5163961029052735,0.446533203125,1.0
2024-08-13 15:08:15.396841,0.5176395797729492,0.4481114705403646,1.0
2024-08-13 15:08:15.430225,0.5175258255004883,0.4463200887044271,1.0
2024-08-13 15:08:15.463544,0.5152095413208008,0.44688822428385416,1.0
2024-08-13 15:08:15.496025,0.5172689819335937,0.4465430196126302,1.0
2024-08-13 15:08:15.530868,0.5163901138305664,0.444320322672526,1.0
2024-08-13 15:08:15.562902,0.5177915191650391,0.4461480204264323,1.0
2024-08-13 15:08:15.596576,0.5168766403198242,0.4397954305013021,1.0
2024-08-13 15:08:15.631514,0.5163390350341797,0.44298838297526044,1.0
2024-08-13 15:08:15.664777,0.5161449050903321,0.44206492106119794,1.0
2024-08-13 15:08:15.700003,0.5177551651000977,0.4397590637207031,1.0
2024-08-13 15:08:15.734169,0.5183391189575195,0.44244832356770836,1.0
