timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1774969445.466658622,1774968895.288687944,1,ACTION_RESET_RESUME,0,0,0.0
1774969478.917674781,1774968895.288687944,1,ACTION_RESET_RESUME,0,0,0.0
1774969527.529065519,1774968895.288687944,1,0,Bias,0,49.45627371413216
1774969547.549484272,1774969045.996512889,2,ACTION_RESET_RESUME,0,0,0.0
1774969634.992326231,1774969045.996512889,2,0,Bias,0,37.76733680771869
1774969651.808537911,1774969045.996512889,2,ACTION_RESET_RESUME,0,0,0.0
1774969851.171707117,1774969334.833240032,5,9,Linear,141,78.89695778478057
1774969863.336398450,1774969369.580272912,6,ACTION_RESET_RESUME,0,0,0.0
1774969883.766518284,1774969369.580272912,6,0,Bias,0,73.29332002649133
1774969896.103409639,1774969369.580272912,6,ACTION_RESET_RESUME,0,0,0.0
