timestamp,event_type,amplitude_px,duration_ms,mean_velocity
1780333687.136133,Fixation,96.52782440185547,9428.682,127.50596618652344
1780333687.176255,Saccade,115.77804565429688,40.126,2923.219482421875
1780333687.321388,Fixation,11.263466835021973,145.126,207.10980224609375
1780333687.346388,Saccade,31.11734962463379,25.0,1262.028076171875
1780333688.577601,Fixation,11.901041984558105,1231.136,134.4747314453125
1780333688.752723,Saccade,56.337398529052734,175.122,4489.501953125
1780333688.912845,Fixation,21.182720184326172,160.126,339.6154479980469
1780333688.927968,Saccade,13.824548721313477,15.125,942.792236328125
1780333691.605605,Fixation,122.3315200805664,2677.404,143.69219970703125
1780333691.645716,Saccade,79.09012603759766,40.113,1986.0015869140625
1780333691.840838,Fixation,3.699162006378174,195.126,188.64328002929688
1780333691.875838,Saccade,53.45367431640625,35.0,1617.337646484375
1780333694.327689,Fixation,14.804020881652832,2452.264,125.33985900878906
1780333694.372811,Saccade,121.22288513183594,45.126,2706.92822265625
1780333695.188567,Fixation,18.535083770751953,815.755,179.21107482910156
1780333695.228567,Saccade,86.13571166992188,40.0,2271.25830078125
1780333695.603945,Fixation,4.268625259399414,375.377,172.56704711914062
1780333695.638944,Saccade,74.24406433105469,35.0,2114.71435546875
1780333696.855078,Fixation,12.430354118347168,1216.132,141.85987854003906
1780333696.895703,Saccade,77.63512420654297,40.001,1970.9874267578125
1780333697.115958,Fixation,16.710681915283203,220.251,200.37234497070312
1780333697.165958,Saccade,164.2293243408203,50.0,3294.801513671875
1780333697.371214,Fixation,14.085684776306152,205.255,202.9093017578125
1780333697.401203,Saccade,50.14949035644531,29.997,1684.870849609375
1780333698.757469,Fixation,28.485326766967773,1356.266,127.75973510742188
1780333698.797469,Saccade,102.39868927001953,39.992,2633.857666015625
1780333698.937592,Fixation,8.847294807434082,140.126,194.98468017578125
1780333698.967714,Saccade,37.06748962402344,30.125,1240.295654296875
1780333699.212847,Fixation,10.997245788574219,245.132,173.69651794433594
1780333699.247969,Saccade,75.4818115234375,35.12,2010.0126953125
1780333699.458091,Fixation,7.727388858795166,210.126,188.75308227539062
1780333699.503225,Saccade,93.06782531738281,45.129,2071.54296875
1780333700.593738,Fixation,14.419914245605469,1091.002,162.1766815185547
1780333700.628738,Saccade,44.451480865478516,35.001,1270.0513916015625
1780333702.590505,Fixation,58.03541564941406,1961.761,172.6484832763672
1780333702.655627,Saccade,170.2805633544922,65.128,2653.70361328125
1780333702.915883,Fixation,1.8534634113311768,260.249,187.8195343017578
1780333702.950555,Saccade,39.612083435058594,35.0,1128.2362060546875
1780333703.130677,Fixation,3.454707145690918,180.126,175.80682373046875
1780333703.200799,Saccade,267.9408874511719,70.126,3915.380859375
1780333703.355932,Fixation,4.9500603675842285,155.126,185.09750366210938
1780333703.395932,Saccade,119.26358795166016,40.0,2981.329833984375
1780333703.631177,Fixation,9.8165922164917,235.251,138.7742919921875
1780333703.671177,Saccade,91.22583770751953,40.0,2289.598876953125
1780333703.79131,Fixation,5.350553035736084,120.126,190.8273468017578
1780333703.821432,Saccade,32.166473388671875,30.125,1085.719482421875
1780333705.247688,Fixation,0.4446024000644684,1426.259,154.1792449951172
1780333705.302688,Saccade,144.02694702148438,55.0,2670.29443359375
1780333705.40781,Fixation,3.1699230670928955,105.125,174.97705078125
1780333705.442821,Saccade,66.55499267578125,35.003,1950.6861572265625
1780333705.738199,Fixation,11.499159812927246,295.378,187.1417999267578
1780333705.853199,Saccade,397.9744873046875,115.002,3727.673095703125
1780333706.263609,Fixation,25.23811912536621,410.497,307.1060485839844
1780333706.333609,Saccade,280.8190612792969,70.001,4102.51611328125
