timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1779287863.713484123,1779287338.715524912,1,ACTION_RESET_RESUME,0,0,0.0
1779287887.001271476,1779287355.025702953,2,ACTION_RESET_RESUME,0,0,0.0
1779288016.852691473,1779287486.341795921,59,20,Simple Radial,1589,21.515161257105635
1779288037.644017530,1779287514.892134905,66,ACTION_RESET_RESUME,0,0,0.0
1779288154.439697347,1779287634.688077927,138,14,Radial Concentric,1273,15.211986746893755
1779288171.145754537,1779287651.212989092,144,ACTION_RESET_RESUME,0,0,0.0
1779288300.447137487,1779287736.556699991,182,ACTION_RESET_RESUME,0,0,0.0
1779288328.377902686,1779287736.556699991,182,ACTION_RESET_RESUME,0,0,0.0
1779288357.637175050,1779287831.594449043,188,5,Raw,326,21.225084553457044
1779288382.599115510,1779287831.594449043,188,ACTION_RESET_RESUME,0,0,0.0
1779288499.088107532,1779287919.130944014,206,5,Bias,337,32.11839590326554
1779288596.488230777,1779287919.130944014,206,5,Bias,337,32.11839590326554
1779288597.215753429,1779287919.130944014,206,5,Bias,337,32.11839590326554
1779288658.333868647,1779288138.132179976,213,ACTION_RESET_RESUME,0,0,0.0
1779289231.496680358,1779288473.652115107,296,ACTION_RESET_RESUME,0,0,0.0
1779289283.076875021,1779288718.760973930,297,ACTION_RESET_RESUME,0,0,0.0
