timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1785342934.854887865,1785342862.322704077,137,29,Linear,903,30.425547600360694
1785342954.611529717,1785342893.281548023,143,ACTION_RESET_RESUME,0,0,0.0
1785343008.562057231,1785342950.884248018,169,7,Radial Concentric,166,28.63247351640388
1785343021.063495201,1785342961.014353037,173,ACTION_RESET_RESUME,0,0,0.0
1785343104.087705169,1785343026.710218906,199,13,Radial Concentric,315,36.788073735862135
1785343119.540045418,1785343059.364990950,201,ACTION_RESET_RESUME,0,0,0.0
1785343202.572234795,1785343131.336533070,220,ACTION_RESET_RESUME,0,0,0.0
1785343204.455928191,1785343131.336533070,220,0,Bias,0,0.0
1785343221.751615710,1785343161.714658022,227,ACTION_RESET_RESUME,0,0,0.0
1785343540.852298616,1785343477.902031898,370,18,Radial Concentric,667,24.375572052098168
