timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781019838.335541090,1781019841.467299938,54,13,Radial Concentric,558,16.583060058190515
1781019899.167935120,1781019899.710776091,61,ACTION_RESET_RESUME,0,0,0.0
1781020024.124078397,1781020024.951767921,109,22,Radial Concentric,895,18.857666023294133
1781020035.791160137,1781020042.852961063,112,ACTION_RESET_RESUME,0,0,0.0
1781020059.848530466,1781020067.926204920,115,8,Bias,205,20.430637596090268
1781020075.017183327,1781020081.138345003,121,ACTION_RESET_RESUME,0,0,0.0
1781020102.724879902,1781020110.424907923,133,10,Simple Radial,381,8.1575905557923
1781020116.307615880,1781020122.772011042,138,ACTION_RESET_RESUME,0,0,0.0
1781020220.188425166,1781020228.293884039,173,23,Radial Complete,776,21.067393752889966
1781020242.255023681,1781020238.939089060,180,ACTION_RESET_RESUME,0,0,0.0
