timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1774978218.593492425,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774978250.448669045,1774977757.001038074,10,4,Simple Radial,168,22.38114535770288
1774978265.496643960,1774977775.062674045,13,ACTION_RESET_RESUME,0,0,0.0
1774978319.796061708,1774977827.100243091,30,4,Simple Radial,200,18.492524694915954
1774978341.297534122,1774977852.373729944,36,ACTION_RESET_RESUME,0,0,0.0
1774978474.011973341,1774977979.485862016,102,17,Sigmoid X+Y,671,60.1326831271924
1774978497.245574145,1774978003.098203897,109,ACTION_RESET_RESUME,0,0,0.0
1774978565.905813294,1774978075.824855089,137,11,Linear,415,62.328542716182405
1774978587.005164837,1774978084.883748054,142,ACTION_RESET_RESUME,0,0,0.0
1774978667.530178254,1774978164.882668972,170,8,Linear,369,12.549732355950294
1774978681.849421692,1774978192.263305902,175,ACTION_RESET_RESUME,0,0,0.0
1774978703.461076793,1774978208.964344978,180,2,Bias,85,5.478765217143241
1774978737.018970844,1774978208.964344978,180,ACTION_RESET_RESUME,0,0,0.0
1774978743.209260698,1774978208.964344978,180,0,Bias,0,5.478765217143241
