timestamp,button_id,state,in_frame,surface_angle_deg,center_x,center_y,apparent_area
1784716151.5209932,LeftHybrid,inactive,True,14.568580892122736,415.4054748242205,270.33417960375687,894.874010856649
1784716151.5209932,RightHybrid,inactive,True,6.909960998744697,478.2383396436847,286.452018689982,989.3002909684874
1784716151.5209932,DownHybrid,inactive,True,12.727682880623867,438.54526914449116,309.5810334016228,931.5349639978303
1784716151.5209932,UpHybrid,inactive,True,9.988561774784381,454.1322721999385,246.60996349634226,985.0455319665052
1784716151.5209932,Close,inactive,True,9.79284568840898,468.01498459718675,314.81529609198225,874.3260299618123
1784716151.5209932,Open,inactive,True,15.653352457459988,410.9497767687255,299.24888235639594,797.2935191929646
1784716151.5209932,CloserHybrid,inactive,True,5.976915967888063,483.9647618177039,257.2862275524171,923.7661832337762
1784716151.5209932,FartherHybrid,inactive,True,13.890278266980243,423.59553694494434,242.76630308283563,838.0438179771445
1784716151.5209932,SwitchRef1,inactive,True,24.276526713446813,478.68483744400794,151.91305215545358,2565.0024637874703
1784716152.0205696,LeftHybrid,inactive,True,16.148817450513167,414.82216023008925,270.0431730353213,886.2486263032115
1784716152.0205696,RightHybrid,inactive,True,9.361241251682925,477.48802892196215,286.2076706822731,983.6502117887867
1784716152.0205696,DownHybrid,inactive,True,15.17491027817799,438.2181951603292,309.0959100909738,913.6710646543288
1784716152.0205696,UpHybrid,inactive,True,10.934840542017373,453.1420461711745,246.3142278813831,989.0754896269209
1784716152.0205696,Close,inactive,True,12.598559827043388,467.4962070864303,314.3692808143298,859.5231698941498
1784716152.0205696,Open,inactive,True,17.727119192046672,410.77579755163976,298.78653163623665,781.289977472341
1784716152.0205696,CloserHybrid,inactive,True,7.285065625839878,483.0466951109026,257.0386681034409,928.7352900522164
1784716152.0205696,FartherHybrid,inactive,True,14.834913706821943,422.6327594997847,242.46044137912634,838.9487843056413
1784716152.0205696,SwitchRef1,inactive,True,24.107655449362486,477.52728205273183,152.05566958320654,2599.715643400268
1784716152.5204756,LeftHybrid,inactive,True,14.544784370626829,416.19239737026555,269.9687183169643,892.221557969162
