timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1780415213.020390912,1780414622.399960041,48,25,Simple Radial,1005,14.758187948334479
1780415242.971902869,1780414650.720907927,56,ACTION_RESET_RESUME,0,0,0.0
1780415338.887171787,1780414746.314433098,89,17,Bias,620,10.107432170990878
1780415355.184830877,1780414763.044712067,94,ACTION_RESET_RESUME,0,0,0.0
1780415405.659707211,1780414816.739418030,111,17,Simple Radial,530,24.47872311092127
1780415419.937894086,1780414830.327687979,115,ACTION_RESET_RESUME,0,0,0.0
1780415585.784904715,1780414995.609415054,191,ACTION_RESET_RESUME,0,0,0.0
