timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1779473321.717602028,1779472738.424088001,0,2,LeftHybridRe,Bias,14.62126832446344,6.666480494255319,6.666480494255319,6.666480494255319,6.666480494255319,6.666480494255319,6.666480494255319
1779473323.328174149,1779472740.265832901,1,2,LeftHybridRe,Bias,16.267809217809134,7.813682385611867,7.813682385611867,7.813682385611867,7.813682385611867,7.813682385611867,7.813682385611867
1779473326.050009047,1779472742.808032990,2,3,CloserHybridRe,Bias,18.25565674030692,7.870611789821023,7.870611789821023,7.870611789821023,7.870611789821023,7.870611789821023,7.870611789821023
1779473329.397089407,1779472746.270874977,3,5,FartherHybridRe,Bias,21.248919617167765,7.6968153527809955,7.6968153527809955,6.826184876457236,7.6968153527809955,7.6968153527809955,7.6968153527809955
1779473334.702968158,1779472751.525716066,4,5,FartherHybridRe,Bias,19.01921824844558,6.293770427015277,6.293770427015277,5.5632498059432605,6.293770427015277,6.293770427015277,6.293770427015277
1779473337.826542922,1779472754.733863115,5,6,B,Bias,17.396464957215322,8.381919259522682,8.381919259522682,7.159955177669688,8.381919259522682,8.381919259522682,8.381919259522682
1779473339.403752417,1779472756.390435934,6,6,DownHybridRe,Bias,16.910730369298467,8.296353152175751,8.296353152175751,7.245660596303797,8.296353152175751,8.296353152175751,8.296353152175751
1779473341.109820465,1779472758.041924953,7,6,DownHybridRe,Bias,16.202802116143076,7.9231908668830435,7.9231908668830435,6.987021764600485,7.9231908668830435,7.9231908668830435,7.9231908668830435
1779473341.616139706,1779472758.507307053,8,7,DownHybridRe,Bias,24.169917997349543,22.752564261354586,22.752564261354586,21.036911160532142,22.752564261354586,22.752564261354586,22.752564261354586
1779473344.252842107,1779472761.109683990,9,8,A,Bias,23.004257810382153,21.11443977430354,21.11443977430354,20.22477596292688,21.11443977430354,21.11443977430354,21.11443977430354
1779473344.701946826,1779472761.635765076,10,8,A,Bias,23.004257810382153,21.11443977430354,21.11443977430354,20.22477596292688,21.11443977430354,21.11443977430354,21.11443977430354
1779473346.901924766,1779472763.822765112,11,8,UpHybridRe,Bias,22.587660686385707,20.760578793353368,20.760578793353368,20.045704844503103,20.760578793353368,20.760578793353368,20.760578793353368
1779473350.007304397,1779472766.910245895,12,9,RightHybridRe,Bias,21.405698801918053,19.715151604583994,19.715151604583994,17.967838145210077,19.715151604583994,19.715151604583994,19.715151604583994
1779473351.584678116,1779472768.486239910,13,9,RightHybridRe,Bias,21.552436803531762,19.889254635149815,19.889254635149815,17.92451500470377,19.889254635149815,19.889254635149815,19.889254635149815
1779473352.050748146,1779472769.016740084,14,9,RightHybridRe,Bias,21.552436803531762,19.889254635149815,19.889254635149815,17.92451500470377,19.889254635149815,19.889254635149815,19.889254635149815
1779473354.727855556,1779472771.614202023,15,9,CloserHybridRe,Bias,21.515450559348533,19.839271786732592,19.839271786732592,17.85196877745883,19.839271786732592,19.839271786732592,19.839271786732592
1779473356.309094262,1779472773.145714045,16,9,CloserHybridRe,Radial Concentric,21.591541279728876,19.84925434371904,19.84925434371904,17.823188423388114,19.84925434371904,19.84925434371904,19.84925434371904
1779473358.385443095,1779472775.282866001,17,9,CloserHybridRe,Radial Concentric,21.625670422811226,19.817499343295808,19.817499343295808,17.82347467581486,19.817499343295808,19.817499343295808,19.817499343295808
1779473360.377467471,1779472777.279864073,18,9,LeftHybridRe,Radial Concentric,21.440386631705813,19.699527410280446,19.699527410280446,17.658606819796418,19.699527410280446,19.699527410280446,19.699527410280446
1779473361.117826384,1779472777.850363970,19,9,LeftHybridRe,Radial Concentric,21.440386631705813,19.699527410280446,19.699527410280446,17.658606819796418,19.699527410280446,19.699527410280446,19.699527410280446
1779473362.146278421,1779472779.051486015,20,9,RightHybridRe,Radial Concentric,21.3696806282352,19.57825987791474,19.57825987791474,17.789841380371474,19.57825987791474,19.57825987791474,19.57825987791474
1779473362.773632001,1779472779.687458038,21,9,RightHybridRe,Radial Concentric,21.3696806282352,19.57825987791474,19.57825987791474,17.789841380371474,19.57825987791474,19.57825987791474,19.57825987791474
1779473364.044255629,1779472780.953591108,22,9,DownHybridRe,Radial Concentric,21.303858640316207,19.446253440428183,19.446253440428183,18.05220576617073,19.446253440428183,19.446253440428183,19.446253440428183
1779473367.079830981,1779472783.995755911,23,9,FartherHybridRe,Radial Concentric,21.19407012247755,19.45747474417614,19.45747474417614,18.219377762543683,19.45747474417614,19.45747474417614,19.45747474417614
1779473369.185212688,1779472786.067791939,24,9,CloserHybridRe,Radial Concentric,21.188610850596767,19.484162041852024,19.484162041852024,18.23560687269031,19.484162041852024,19.484162041852024,19.484162041852024
1779473371.310734717,1779472788.269803047,25,9,DownHybridRe,Radial Concentric,21.11590457922052,19.376407626200898,19.376407626200898,18.588689438592052,19.376407626200898,19.376407626200898,19.376407626200898
1779473371.847085745,1779472788.774951935,26,10,DownHybridRe,Radial Concentric,26.790157423152525,25.797875999960027,25.797875999960027,20.635293614603246,25.797875999960027,25.797875999960027,25.797875999960027
1779473373.623903161,1779472790.556574106,27,11,A,Radial Concentric,26.703714814967473,24.9822506723619,24.9822506723619,20.714030229502633,24.9822506723619,24.9822506723619,24.9822506723619
1779473374.848148654,1779472791.727895975,28,11,B,Radial Concentric,26.744209608284,25.122943651443972,25.122943651443972,20.902874768150596,25.122943651443972,25.122943651443972,25.122943651443972
1779473377.165510399,1779472794.050007105,29,11,UpHybridRe,Radial Concentric,26.748399392005524,25.099874750513745,25.099874750513745,21.025253602250583,25.099874750513745,25.099874750513745,25.099874750513745
1779473379.949916080,1779472796.722868919,30,11,UpHybridRe,Radial Concentric,26.726407429206816,25.16473123525288,25.16473123525288,21.155235088270164,25.16473123525288,25.16473123525288,25.16473123525288
1779473387.050922698,1779472803.824282885,31,13,RightHybridRe,Radial Concentric,24.981875260115185,24.424956333998235,24.424956333998235,18.89028699767674,24.035945604658476,24.424956333998235,24.424956333998235
1779473394.207609560,1779472810.915935993,32,13,FartherHybridRe,Radial Concentric,24.97835352038863,24.554887227732095,24.554887227732095,18.926477409918053,24.024788686485643,24.554887227732095,24.554887227732095
1779473394.552091294,1779472811.391314030,33,13,FartherHybridRe,Radial Concentric,24.97835352038863,24.554887227732095,24.554887227732095,18.926477409918053,24.024788686485643,24.554887227732095,24.554887227732095
1779473396.407089454,1779472813.293185949,34,13,RightHybridRe,Radial Concentric,24.894937146801887,24.549930886418537,24.549930886418537,18.65195014342466,23.988926787206353,24.549930886418537,24.549930886418537
1779473396.850226474,1779472813.713563919,35,14,RightHybridRe,Radial Concentric,32.217398314499846,33.02216140700586,33.02216140700586,26.50242385686662,32.36889181724402,33.02216140700586,33.02216140700586
