timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Raw 2,Radial Complete,Conic
1784558841.876028724,1784558794.255409002,0,1,LeftHybrid,Bias,20.435281238869198,20.435281238869198,20.435281238869198,20.435281238869198,20.435281238869198,20.435281238869198,20.435281238869198,20.435281238869198
1784558848.509529281,1784558800.921566963,1,2,LeftHybrid,Bias,23.987068368312798,17.799095597730588,17.799095597730588,17.799095597730588,17.799095597730588,23.987068368312798,17.799095597730588,17.799095597730588
1784558849.951542579,1784558802.153260946,2,2,LeftHybrid,Bias,36.92781710758737,30.031882181590124,30.031882181590124,30.031882181590124,30.031882181590124,36.92781710758737,30.031882181590124,30.031882181590124
1784558858.520887265,1784558810.865921974,3,9,LeftHybridRe,Bias,33.334788589256725,27.27501778071882,27.27501778071882,27.27501778071882,27.27501778071882,33.334788589256725,27.27501778071882,27.27501778071882
1784558865.145820549,1784558817.437690973,4,10,LeftHybridRe,Bias,28.573138800674872,23.628883088871085,23.628883088871085,23.484662771088193,23.628883088871085,28.573138800674872,23.628883088871085,23.628883088871085
1784558869.473849509,1784558819.449603081,5,10,LeftHybridRe,Bias,26.19360029069095,22.884970449392032,22.884970449392032,22.330519143505683,22.708856526127803,26.19360029069095,22.884970449392032,22.884970449392032
1784558869.903850639,1784558822.306377888,6,10,LeftHybridRe,Bias,24.045277007772548,20.43079809324356,20.43079809324356,19.76978426214914,20.01759563955046,24.045277007772548,20.43079809324356,20.43079809324356
1784558875.268695565,1784558827.571897030,7,11,LeftHybridRe,Radial Concentric,23.693576412927122,20.181805825558563,20.181805825558563,19.507046866772384,19.779446370691982,23.693576412927122,20.181805825558563,20.181805825558563
1784558875.966446470,1784558828.282531023,8,11,LeftHybridRe,Radial Concentric,21.75093832797182,18.954244352962817,18.954244352962817,18.456126352390246,18.58763031191103,21.75093832797182,18.954244352962817,18.954244352962817
1784558878.366922857,1784558830.124496937,9,12,LeftHybridRe,Radial Concentric,21.903240955477724,19.559954682940447,19.559954682940447,19.13298374984827,19.240039897411858,21.903240955477724,19.559954682940447,19.559954682940447
1784558891.170221346,1784558843.551805019,10,13,UpHybridRe,Radial Concentric,22.297867203217148,20.28105095865162,20.1960303329335,19.78871290359439,19.963457817582135,22.297867203217148,20.28105095865162,20.28105095865162
1784558892.035237284,1784558844.072371006,11,13,UpHybridRe,Radial Concentric,25.58557878648938,23.696973629382864,23.70825463431463,23.339395444630693,23.449726386296508,25.58557878648938,23.696973629382864,23.696973629382864
1784558909.055995728,1784558860.870754957,12,13,FartherHybridRe,Radial Concentric,27.115455933407823,25.559676118079583,25.559069175253192,25.237384468383485,25.33661858780109,27.115455933407823,25.559676118079583,25.559676118079583
1784558919.667122951,1784558869.719305992,13,14,FartherHybridRe,Radial Concentric,27.95212441219899,26.459905211732075,26.521401720257927,26.217252422285387,26.300387354559426,27.95212441219899,26.459905211732075,26.459905211732075
1784558925.971828002,1784558878.241569996,14,14,RightHybridRe,Radial Concentric,26.83155364822969,24.977119016926263,25.053444990992634,24.761756354995576,24.81195134960719,26.83155364822969,24.977119016926263,24.977119016926263
1784559027.860129718,1784558980.120858908,15,17,UpHybridRe,Radial Concentric,27.110847332581905,25.748419532702755,25.849429987908202,25.6438512057259,25.629363478386388,27.110847332581905,25.748419532702755,25.748419532702755
1784559035.416079225,1784558987.827590942,16,18,CloserHybridRe,Radial Concentric,26.124807017843832,24.744095429292717,24.86376877888976,24.672306489968708,24.62078629376992,26.124807017843832,24.773906726810623,24.744095429292717
1784559050.616205238,1784559002.176531076,17,20,LeftHybridRe,Radial Concentric,27.1586467159887,25.730062887514144,25.831849551929967,25.655516050546247,25.606939227091996,27.1586467159887,25.721035008628903,25.730062887514144
1784559052.007558872,1784559004.322741985,18,20,LeftHybridRe,Radial Concentric,26.45203755396288,25.2484554460719,25.375007196455773,25.26846180618271,25.139165776271902,26.45203755396288,25.33469693493865,25.2484554460719
1784559052.316477587,1784559004.683120012,19,20,LeftHybridRe,Radial Concentric,25.878572745749757,24.858287659454042,25.00948352920789,24.960783860182296,24.762791138529707,25.878572745749757,25.02991086671694,24.858287659454042
1784559056.521881924,1784559008.882641077,20,20,RightHybridRe,Radial Concentric,26.154797423528834,24.552407864870545,24.685324569288284,24.443019908844207,24.44982554276369,26.154797423528834,24.712974605745227,24.552407864870545
1784559058.589471438,1784559010.934279919,21,20,LeftHybridRe,Radial Concentric,26.42128935994351,24.282889602980898,24.39359837242895,23.96679856970271,24.166505814191456,26.42128935994351,24.41787039645072,24.282889602980898
1784559060.060892536,1784559012.461195946,22,20,RightHybridRe,Radial Concentric,26.644685013876938,24.008212652529643,24.10197659562976,23.514148805204186,23.882345124232824,26.644685013876938,24.111607922184717,24.008212652529643
1784559060.723409817,1784559013.126817942,23,20,RightHybridRe,Radial Concentric,27.63344279608722,25.299145214861227,25.416263008092148,24.803069712829565,25.208732198633015,27.63344279608722,25.451445437452094,25.299145214861227
1784559062.226525137,1784559014.132684946,24,20,LeftHybridRe,Radial Concentric,28.308376733654708,26.0654197123404,26.182509759688358,25.590646601890224,25.99456834944462,28.308376733654708,26.193112754739023,26.0654197123404
1784559072.392916420,1784559024.801887035,25,20,OpenRe,Radial Concentric,27.714795192491763,25.770194393219352,25.867889118369366,25.311446676289844,25.68080680719007,27.714795192491763,25.899133464197227,25.770194393219352
