timestamp,accel_x,accel_y,accel_z,accel_rms,gyro_x,gyro_y,gyro_z,gyro_rms
1784558757.20369,-0.06640625,-0.19140625,0.9702147841453552,0.9911422047074493,0.89263916015625,-0.232696533203125,-1.2989044189453125,1.5931431311608095
1784558757.211705,-0.06591796875,-0.17822265625,0.9736327528953552,0.9920026367482697,0.89263916015625,-0.05340576171875,-1.6651153564453125,1.8900439137488882
1784558757.219722,-0.07080078125,-0.18212890625,0.9599608778953552,0.9796471692436276,1.2569427490234375,-0.0514984130859375,-1.1768341064453125,1.7226420623466452
1784558757.227737,-0.0722656175494194,-0.18896484375,0.9672850966453552,0.9882158113719265,0.89263916015625,0.19073486328125,-1.1768341064453125,1.4893364201577526
1784558757.238392,-0.07421875,-0.19091796875,0.9672850966453552,0.988735835213533,1.19781494140625,-0.05340576171875,-1.0547637939453125,1.5969156115019754
1784558757.249047,-0.0532226487994194,-0.18798828125,0.9663085341453552,0.9858622760785102,1.0776519775390625,0.3757476806640625,-0.8106231689453125,1.3998678602815393
1784558757.259702,-0.0644531175494194,-0.17822265625,0.9619140028953552,0.9804060732822958,1.44195556640625,0.43487548828125,-0.8716583251953125,1.7401553900959885
1784558757.27038,-0.0693359375,-0.19677734375,0.9648436903953552,0.9871434253126734,1.80816650390625,0.12969970703125,-0.3833770751953125,1.8529074724977108
1784558757.281058,-0.06298828125,-0.20166015625,0.9794921278953552,1.0020175501469895,2.0542144775390625,0.1926422119140625,-0.2002716064453125,2.0729247111003364
1784558757.291734,-0.07861328125,-0.1953125,0.9868163466453552,1.0090260267464004,2.1114349365234375,-0.1735687255859375,-0.0171661376953125,2.11862650553528
1784558757.302402,-0.0712890625,-0.18505859375,0.9819335341453552,1.0017595914350128,2.17437744140625,0.49591064453125,0.4100799560546875,2.267600096007584
1784558757.31307,-0.0776367112994194,-0.19091796875,0.9755858778953552,0.9971183153878311,1.99127197265625,0.255584716796875,0.0438690185546875,2.0080866782426012
1784558757.323738,-0.0654296875,-0.17724609375,0.9653319716453552,0.9836478217516117,1.68609619140625,0.743865966796875,0.2269744873046875,1.8568183435976005
1784558757.331725,-0.07666015625,-0.18505859375,0.9731444716453552,0.9935459855340967,1.2569427490234375,0.6809234619140625,0.6542205810546875,1.5721216250605934
1784558757.33971,-0.0791015625,-0.18115234375,0.9614257216453552,0.9815358613302683,0.7686614990234375,0.6198883056640625,0.5931854248046875,1.1519422554020395
1784558757.347696,-0.0776367112994194,-0.173828125,0.9570311903953552,0.9757829550529952,0.1010894775390625,0.6809234619140625,0.6542205810546875,0.9496738451329937
1784558757.355682,-0.0732421875,-0.17236328125,0.9692382216453552,0.9871657657411457,-0.1468658447265625,0.2536773681640625,1.0814666748046875,1.1204873726102405
1784558757.363708,-0.0849609375,-0.1904296875,0.9736327528953552,0.9957120890562765,-0.8182525634765625,-0.1125335693359375,0.9593963623046875,1.2659551500218795
1784558757.371735,-0.0693359375,-0.18017578125,0.9721679091453552,0.9911514656953817,-1.0013580322265625,-0.4177093505859375,0.9593963623046875,1.448323303090524
1784558757.37976,-0.0629882737994194,-0.18408203125,0.9750975966453552,0.9943183795188061,-1.0585784912109375,-0.6008148193359375,0.8983612060546875,1.5128184708457697
1784558757.398464,-0.0673828050494194,-0.19873046875,0.9750975966453552,0.9974214578649643,-1.0013580322265625,-0.6618499755859375,0.5931854248046875,1.338892171568897
1784558757.409142,-0.07177734375,-0.1806640625,0.9809569716453552,1.0000340348080339,-0.75531005859375,-0.48065185546875,0.4100799560546875,0.9847258812158136
1784558757.419821,-0.0771484300494194,-0.1826171875,0.9692382216453552,0.9893046283767963,-0.5130767822265625,-0.7228851318359375,0.8373260498046875,1.219395592894671
1784558757.427799,-0.06494140625,-0.1767578125,0.9726561903953552,0.9907173033917992,-0.57220458984375,-0.48065185546875,0.5321502685546875,0.9174029687801497
1784558757.435778,-0.076171875,-0.1982421875,0.9692382216453552,0.9922322559481986,-0.3299713134765625,-0.4177093505859375,0.4100799560546875,0.6719581383108534
1784558757.443757,-0.07958984375,-0.19189453125,0.9726561903953552,0.9945944495452467,-0.26702880859375,-0.66375732421875,0.3490447998046875,0.7960593208698249
1784558757.451736,-0.06884765625,-0.19091796875,0.9770507216453552,0.9979067006641721,-0.1468658447265625,-0.6008148193359375,0.2880096435546875,0.6822738293833497
1784558757.462399,-0.0712890625,-0.1767578125,0.9736327528953552,0.9921119857266628,-0.14495849609375,-0.720977783203125,0.5931854248046875,0.9448231991557847
1784558757.47306,-0.06494140625,-0.19189453125,0.9707030653953552,0.9916175364208341,-0.4520416259765625,-0.6008148193359375,0.1049041748046875,0.7591606975078874
1784558757.483722,-0.0703125,-0.18701171875,0.9648436903953552,0.985312426340908,-0.3871917724609375,-0.1125335693359375,-0.0171661376953125,0.4035789255799949
1784558757.491705,-0.0644531175494194,-0.18408203125,0.9770507216453552,0.9963275120454491,-0.2079010009765625,0.1926422119140625,-0.1392364501953125,0.31578574553198396
1784558757.499691,-0.0683593675494194,-0.1904296875,0.9731444716453552,0.9939550451137223,-0.08392333984375,0.19073486328125,-0.0782012939453125,0.2225721398022849
1784558757.507675,-0.0620117150247097,-0.18994140625,0.9882811903953552,1.0082771949706062,0.1010894775390625,0.6809234619140625,-0.3833770751953125,0.7879427804348896
1784558757.515661,-0.08056640625,-0.18115234375,0.9619140028953552,0.9821332223422257,-0.08392333984375,1.10626220703125,-0.5664825439453125,1.245697262689027
1784558757.52637,-0.0654296875,-0.19140625,0.9814452528953552,1.0020739398748169,0.16021728515625,1.28936767578125,-0.3223419189453125,1.338672063846007
1784558757.537079,-0.07177734375,-0.1953125,0.9765624403953552,0.9984854329047507,0.03814697265625,1.47247314453125,-0.3223419189453125,1.5078251442385255
1784558757.547787,-0.06640625,-0.18994140625,0.9643554091453552,0.9851237906959691,0.3414154052734375,1.3523101806640625,-0.5054473876953125,1.4835040833828905
1784558757.558437,-0.0781249925494194,-0.19287109375,0.9638671278953552,0.9860743448150393,0.2803802490234375,1.8405914306640625,-0.7495880126953125,2.007055576573039
1784558757.569088,-0.0781249925494194,-0.197265625,0.9658202528953552,0.9888508493045528,0.03814697265625,1.77764892578125,-0.8106231689453125,1.9541240536068865
1784558757.579739,-0.0605468712747097,-0.18505859375,0.9736327528953552,0.9929115490578563,0.1010894775390625,1.5354156494140625,-1.1157989501953125,1.9007176529384078
1784558757.587739,-0.07568359375,-0.18896484375,0.9877929091453552,1.0085487345161963,0.34332275390625,1.47247314453125,-1.1157989501953125,1.8791101542944417
1784558757.595739,-0.08544921875,-0.185546875,0.9785155653953552,0.9996108860592919,0.0362396240234375,1.3523101806640625,-1.1768341064453125,1.7930406155940715
1784558757.60374,-0.0581054650247097,-0.18701171875,0.9653319716453552,0.9849951489709357,0.34332275390625,1.96075439453125,-1.4209747314453125,2.445730462751253
1784558757.611739,-0.06591796875,-0.1928710788488388,0.9731444716453552,0.9942608281303044,0.4634857177734375,2.1457672119140625,-1.8482208251953125,2.8696787550161518
