timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Radial Complete,Conic
1779289438.787358287,1779288921.312728882,0,1,UpHybridRe,Bias,35.162775340612626,9.4499649277717,9.4499649277717,9.4499649277717,9.4499649277717,9.4499649277717,9.4499649277717,9.4499649277717
1779289439.645278644,1779288922.148173094,1,1,UpHybridRe,Bias,35.2993148169627,7.697611160186698,7.697611160186698,7.697611160186698,7.697611160186698,7.697611160186698,7.697611160186698,7.697611160186698
1779289440.233857960,1779288922.783795118,2,1,UpHybridRe,Bias,35.77028142948619,7.92648171315939,7.92648171315939,7.92648171315939,7.92648171315939,7.92648171315939,7.92648171315939,7.92648171315939
1779289442.698541183,1779288925.226998091,3,1,UpHybridRe,Bias,36.97531012378395,6.218820877344701,6.218820877344701,6.218820877344701,6.218820877344701,6.218820877344701,6.218820877344701,6.218820877344701
1779289443.148352585,1779288925.707376003,4,1,UpHybridRe,Bias,36.69019922515444,6.7002167480281125,6.7002167480281125,6.7002167480281125,6.7002167480281125,6.7002167480281125,6.7002167480281125,6.7002167480281125
1779289446.594944075,1779288929.090353012,5,1,UpHybridRe,Bias,37.02927612360263,6.852249457762198,6.852249457762198,6.852249457762198,6.852249457762198,6.852249457762198,6.852249457762198,6.852249457762198
1779289447.435700859,1779288930.026231050,6,1,UpHybridRe,Bias,36.320149796578114,6.921408056950868,6.921408056950868,6.921408056950868,6.921408056950868,6.921408056950868,6.921408056950868,6.921408056950868
1779289447.970057173,1779288930.571280956,7,1,UpHybridRe,Bias,36.19092483468954,6.247929049831643,6.247929049831643,6.247929049831643,6.247929049831643,6.247929049831643,6.247929049831643,6.247929049831643
1779289448.656884761,1779288931.181781054,8,1,UpHybridRe,Bias,36.16611038351197,6.535747536846412,6.535747536846412,6.535747536846412,6.535747536846412,6.535747536846412,6.535747536846412,6.535747536846412
1779289449.048260291,1779288931.612281084,9,1,UpHybridRe,Bias,36.27367290840507,6.793080521352731,6.793080521352731,6.793080521352731,6.793080521352731,6.793080521352731,6.793080521352731,6.793080521352731
1779289449.631203935,1779288932.197781086,10,1,UpHybridRe,Bias,36.13165989444013,6.57665752866309,6.57665752866309,6.57665752866309,6.57665752866309,6.57665752866309,6.57665752866309,6.57665752866309
1779289451.202219422,1779288933.764729023,11,1,UpHybridRe,Bias,36.18759887523063,6.84986418184388,6.84986418184388,6.84986418184388,6.84986418184388,6.84986418184388,6.84986418184388,6.84986418184388
1779289452.033963201,1779288934.545484066,12,1,UpHybridRe,Bias,36.24847904101044,6.777486150075216,6.777486150075216,6.777486150075216,6.777486150075216,6.777486150075216,6.777486150075216,6.777486150075216
1779289452.462975377,1779288935.010972977,13,1,UpHybridRe,Bias,36.3492962564132,6.682065221106639,6.682065221106639,6.682065221106639,6.682065221106639,6.682065221106639,6.682065221106639,6.682065221106639
1779289453.568870315,1779288936.051851034,14,1,UpHybridRe,Bias,36.30562146396188,7.188680469205805,7.188680469205805,7.188680469205805,7.188680469205805,7.188680469205805,7.188680469205805,7.188680469205805
1779289454.255897216,1779288936.811873913,15,1,UpHybridRe,Bias,36.10984974891356,6.380439937214728,6.380439937214728,6.380439937214728,6.380439937214728,6.380439937214728,6.380439937214728,6.380439937214728
