timestamp,pupil_hardware_timestamp,event_count,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1774634846.541500813,1774634360.504930973,0,Bias,17.192287627084102,17.192287627084102,17.192287627084102,17.192287627084102,17.192287627084102,17.192287627084102,17.192287627084102
1774634850.938439060,1774634365.284892082,1,Bias,34.47599678833925,42.08142727260297,42.08142727260297,42.08142727260297,42.08142727260297,42.08142727260297,42.08142727260297
1774634851.698363881,1774634365.695269107,2,Bias,7.5903317539528965,8.886801170744256,8.886801170744256,8.886801170744256,8.886801170744256,8.886801170744256,8.886801170744256
1774634856.815409013,1774634370.739676952,3,Bias,20.120012103074405,18.90605515989147,18.90605515989147,18.90605515989147,18.90605515989147,18.90605515989147,18.90605515989147
1774634860.012647032,1774634374.238364934,4,Bias,48.008940754146565,38.30978991370595,38.30978991370595,38.30978991370595,38.30978991370595,38.30978991370595,38.30978991370595
1774634860.667410663,1774634374.388488054,5,Linear,53.77794218869451,47.320158861889645,47.320158861889645,47.320158861889645,47.320158861889645,47.320158861889645,47.320158861889645
1774634863.558126144,1774634377.811079978,6,Linear,41.36979226156636,21.937370212478214,13.360125261128669,18.908891380708205,13.903835084521152,21.937370212478214,21.937370212478214
1774634864.721724469,1774634379.037201881,7,Linear,41.326040659189395,22.23484765361566,20.776230859267727,30.886427491952606,20.994465837627256,22.23484765361566,22.23484765361566
1774634865.414366540,1774634379.747873067,8,Linear,24.022266898823414,7.498152117465341,17.180967706376844,13.881685138312255,14.081889621526399,7.498152117465341,7.498152117465341
1774634868.005794371,1774634382.395251035,9,Linear,23.934103604262848,7.431343552654953,12.93523676515252,9.086705919944391,10.546838177142783,7.431343552654953,7.431343552654953
1774634868.634556550,1774634382.545372962,10,Linear,25.454447631769682,13.808790508792033,15.211386022162163,11.521399980438742,14.402877548287213,13.808790508792033,13.808790508792033
1774634871.093201660,1774634385.112652063,11,Linear,36.80456425244942,21.932968767710747,15.51728302892737,14.096130606630345,17.426536987898285,21.932968767710747,21.932968767710747
1774634874.897771142,1774634389.186394929,12,Linear,47.1532491255951,24.477357554601582,34.61826474675534,36.9384879262283,22.847521020978974,24.477357554601582,24.477357554601582
1774634875.801149526,1774634389.371639013,13,Linear,41.32274901525417,52.97227832478021,55.434341092948294,61.93611874568895,56.91072119366377,52.97227832478021,52.97227832478021
1774634876.480832716,1774634389.371639013,14,Linear,41.32274901525417,50.655440997939095,52.19294771092716,56.39718822968012,53.40903848903826,50.655440997939095,50.655440997939095
1774634883.947644252,1774634398.310386896,15,Linear,41.903415521106396,25.666972483588214,21.86004287746319,32.348108332134196,23.76726861471662,25.666972483588214,25.666972483588214
1774634884.563164547,1774634398.485519886,16,Linear,74.59086490433894,77.73512170390386,73.5262419885966,73.88079079660024,71.19886614680176,77.73512170390386,77.73512170390386
1774634885.098513299,1774634398.485519886,17,Simple Radial,80.69547899269867,81.55859354878942,60.05680358341504,93.90238323938745,55.11699636785965,81.55859354878942,81.55859354878942
1774634890.322178791,1774634404.560770988,18,Simple Radial,52.97544970697602,39.43992610411612,33.75536994681293,37.74701343270862,29.361054163572373,39.43992610411612,39.43992610411612
1774634890.862048546,1774634404.725903987,19,Simple Radial,162.5900071742049,177.5721784718065,158.02232770249324,214.45020303487442,162.33078517323918,177.5721784718065,177.5721784718065
1774634891.433308415,1774634404.725903987,20,Simple Radial,162.5900071742049,176.76639201375426,157.22060035691632,212.83021901869714,161.53968253261536,176.76639201375426,176.76639201375426
1774634894.385462635,1774634408.694557905,21,Simple Radial,69.14954432636551,54.07210392707331,32.77312675801867,20.10670798377823,33.26695805345023,54.07210392707331,54.07210392707331
1774634896.466224514,1774634410.416285991,22,Simple Radial,59.91266865640238,37.38647861720648,23.823628532547993,36.38814335385356,21.77645090871494,37.38647861720648,37.38647861720648
1774634900.651240957,1774634414.960074901,23,Simple Radial,44.88114977936517,33.795088590715544,13.618549157307367,30.87285753945556,13.843446923227384,33.795088590715544,33.795088590715544
1774634906.051238808,1774634420.185358047,24,Simple Radial,43.18995694345393,21.594468943861663,26.732435381037497,39.4794606439106,13.559933019159605,21.594468943861663,21.594468943861663
1774634908.984890772,1774634423.163434982,25,Simple Radial,51.104462918998756,25.944367446340905,36.488564189945265,37.508449689399505,18.567412409641015,25.944367446340905,25.944367446340905
1774634914.113293741,1774634427.988051891,26,Simple Radial,33.83811876522432,12.61629273533322,29.88079051788541,23.344043415286947,22.009187629044707,12.61629273533322,12.61629273533322
1774634918.006698635,1774634431.926172971,27,Simple Radial,28.212915144557893,37.16535406314938,136.30592405416152,76.78898844079197,140.55110463215672,37.16535406314938,37.16535406314938
1774634920.395611869,1774634434.393548011,28,Simple Radial,64.20236357228224,52.806272496906466,47.76318600321778,43.23607396682674,43.04343792962403,52.806272496906466,52.806272496906466
1774634924.298055152,1774634438.292135000,29,Simple Radial,85.91123840233975,70.28768365476517,63.400651285409715,52.83954527954027,58.00664629576998,70.28768365476517,70.28768365476517
1774634925.121054964,1774634439.458134889,30,Simple Radial,68.09853415281312,66.90885363880253,37.630393074306056,38.46649156745648,41.9285083237746,66.90885363880253,66.90885363880253
1774634926.010269705,1774634439.588257074,31,Bias,57.42010892398213,46.818849613952636,30.891346147995424,31.661434624975314,31.238628645094376,46.818849613952636,46.818849613952636
1774634926.853245417,1774634439.568257093,32,Bias,50.391596234012496,33.93204530096772,30.675671460772456,31.411497150463042,29.19583788903003,33.93204530096772,33.93204530096772
