timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1782132617.648772270,1782132601.354254007,26,11,Radial Concentric,283,28.152473346055874
1782132632.746656945,1782132601.354254007,26,ACTION_RESET_RESUME,0,0,0.0
1782132725.248676116,1782132712.212244987,52,13,Radial Concentric,283,18.329778117813042
1782132743.600558622,1782132725.163764954,55,ACTION_RESET_RESUME,0,0,0.0
1782132973.441857783,1782132948.611145020,158,23,Radial Concentric,721,21.633638399327054
1782132983.616074375,1782132948.611145020,158,ACTION_RESET_RESUME,0,0,0.0
1782132996.957603645,1782132980.696387053,164,4,Bias,85,35.40012276292891
1782133003.569679473,1782132992.511586905,165,6,Radial Concentric,94,30.532795384164135
1782133006.719621001,1782132996.030224085,166,ACTION_RESET_RESUME,0,0,0.0
1782133025.617600706,1782133008.171171904,170,3,Bias,57,16.4806074539059
1782133034.166425939,1782133008.171171904,170,ACTION_RESET_RESUME,0,0,0.0
1782133114.094074981,1782133098.409491062,206,17,Radial Concentric,380,26.785431195458422
1782133124.079580837,1782133098.409491062,206,ACTION_RESET_RESUME,0,0,0.0
1782133208.906210346,1782133193.522252083,246,ACTION_RESET_RESUME,0,0,0.0
