timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781887758.141971023,1781887749.551637888,63,21,Radial Concentric,691,10.757199860013811
1781887784.514524079,1781887777.052401066,68,ACTION_RESET_RESUME,0,0,0.0
1781888014.270203247,1781888007.075423002,201,ACTION_RESET_RESUME,0,0,0.0
