Button ID,x0,y0,x1,y1,Parent ID,xp,yp,zp,q1,q2,q3,q4,X,
8,16,40,-16,-40,207,-145,-108,-5,1,0,0,0,1,G4#
10,16,40,-16,-40,207,-174,-108,-5,1,0,0,0,1,A4#
-11,16,40,-16,-40,211,356,69,-5,1,0,0,0,1,C3#
-9,16,40,-16,-40,211,327,69,-5,1,0,0,0,1,D3#
-6,16,40,-16,-40,211,269,69,-5,1,0,0,0,1,F3#
-4,16,40,-16,-40,211,240,69,-5,1,0,0,0,1,G3#
-2,16,40,-16,-40,211,211,69,-5,1,0,0,0,1,A3#
1,16,40,-16,-40,211,153,69,-5,1,0,0,0,1,C4#
3,16,40,-16,-40,211,124,69,-5,1,0,0,0,1,D4#
6,16,40,-16,-40,211,66,69,-5,1,0,0,0,1,F4#
8,16,40,-16,-40,211,37,69,-5,1,0,0,0,1,G4#
10,16,40,-16,-40,211,8,69,-5,1,0,0,0,1,A4#
-11,16,40,-16,-40,212,356,-108,-5,1,0,0,0,1,C3#
-9,16,40,-16,-40,212,327,-108,-5,1,0,0,0,1,D3#
-6,16,40,-16,-40,212,269,-108,-5,1,0,0,0,1,F3#
-4,16,40,-16,-40,212,240,-108,-5,1,0,0,0,1,G3#
-2,16,40,-16,-40,212,211,-108,-5,1,0,0,0,1,A3#
1,16,40,-16,-40,212,153,-108,-5,1,0,0,0,1,C4#
3,16,40,-16,-40,212,124,-108,-5,1,0,0,0,1,D4#
6,16,40,-16,-40,212,66,-108,-5,1,0,0,0,1,F4#
8,16,40,-16,-40,212,37,-108,-5,1,0,0,0,1,G4#
10,16,40,-16,-40,212,8,-108,-5,1,0,0,0,1,A4#
