Button ID,x0,y0,x1,y1,Parent ID,xp,yp,zp,q1,q2,q3,q4,Idx,
S1Y_+1,130,70,-130,-70,26,-80,40,0,1,0,0,0,UpInk,S1Y_+1
S1Y_+1,130,70,-130,-70,25,80,-40,0,1,0,0,0,UpInk,S1Y_+1
