timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1779473593.056452828,1779473009.880008936,0,4,LeftHybridRe,Bias,8.282097379061456,8.282097379061456,8.282097379061456,8.282097379061456,8.282097379061456,8.282097379061456,8.282097379061456
1779473596.854588437,1779473013.603095055,1,4,CloserHybridRe,Bias,6.099820233570442,6.863334305869262,6.863334305869262,6.863334305869262,6.863334305869262,6.863334305869262,6.863334305869262
1779473601.595274628,1779473018.513160944,2,6,FartherHybridRe,Bias,5.2048175354501955,5.695436743182273,5.695436743182273,5.695436743182273,5.695436743182273,5.695436743182273,5.695436743182273
1779473607.948068878,1779473024.758915901,3,8,LeftHybridRe,Bias,6.462918777361621,6.805254845403772,6.805254845403772,6.832036558223285,6.805254845403772,6.805254845403772,6.805254845403772
1779473610.269722999,1779473027.160964012,4,10,DownHybridRe,Bias,9.16283988307637,8.775652130552029,8.775652130552029,8.567624118326016,8.777686524259042,8.775652130552029,8.775652130552029
1779473611.560009980,1779473028.487086058,5,10,DownHybridRe,Bias,11.01703619346579,9.69172501934871,9.69172501934871,9.26957595398814,9.637123866634402,9.69172501934871,9.69172501934871
1779473614.521809760,1779473031.414633989,6,10,A,Radial Concentric,10.54086873519979,8.97660009610289,8.97660009610289,8.725430502381453,8.938642169983016,8.97660009610289,8.97660009610289
1779473614.755488475,1779473031.755001068,7,10,A,Radial Concentric,28.40534702121947,27.274385163152296,27.274385163152296,27.055005820648525,27.229467115979855,27.274385163152296,27.274385163152296
1779473616.848521221,1779473033.576765060,8,10,UpHybridRe,Radial Concentric,27.04543585236497,25.539699640005683,25.539699640005683,25.341955254775907,25.494106824042614,25.539699640005683,25.539699640005683
1779473620.114559916,1779473036.970139980,9,10,RightHybridRe,Radial Concentric,25.245314585340196,23.56858858475002,23.56858858475002,23.374316203910347,23.526356497673707,23.56858858475002,23.56858858475002
1779473620.677706667,1779473037.605762005,10,10,RightHybridRe,Radial Concentric,30.489651419010524,29.44218118752674,29.44218118752674,29.309317637461607,29.419574628590194,29.44218118752674,29.44218118752674
1779473623.676730780,1779473040.603070021,11,10,CloserHybridRe,Radial Concentric,28.551334376533102,27.297251946149597,27.297251946149597,27.152636124623754,27.271643321164078,27.297251946149597,27.297251946149597
1779473624.561489113,1779473041.433815002,12,10,CloserHybridRe,Radial Concentric,26.64237994411294,25.78006386311144,25.78006386311144,25.53720941018779,25.753331602515743,25.78006386311144,25.78006386311144
1779473625.134554262,1779473042.059437037,13,10,CloserHybridRe,Radial Concentric,34.86137141153511,34.43751231316621,34.43751231316621,34.202309244938014,34.428675951036325,34.43751231316621,34.43751231316621
1779473626.529184707,1779473043.440453053,14,10,CloserHybridRe,Radial Concentric,32.84133624014892,32.508364296424695,32.508364296424695,32.2467218273117,32.5005421018146,32.508364296424695,32.508364296424695
1779473627.110172355,1779473044.040951967,15,10,CloserHybridRe,Radial Concentric,40.22975587110879,40.23721095591713,40.23721095591713,39.96809993013252,40.25162013499924,40.23721095591713,40.23721095591713
1779473628.287725014,1779473045.202820063,16,10,DownHybridRe,Radial Concentric,38.12690693903739,38.24227871585805,38.24227871585805,38.00635591040935,38.280515612121455,38.24227871585805,38.24227871585805
