timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Radial Complete,Conic
1776788469.110385332,1776787963.764333963,0,1,LeftHybridRe,Bias,33.98570122199653,33.98570122199653,33.98570122199653,33.98570122199653,33.98570122199653,33.98570122199653,33.98570122199653,33.98570122199653
1776788477.943929734,1776787972.867153882,1,2,LeftHybridRe,Bias,37.91015507316822,34.359986787815416,34.359986787815416,34.359986787815416,34.359986787815416,34.359986787815416,34.359986787815416,34.359986787815416
1776788480.027919270,1776787974.999165058,2,2,LeftHybridRe,Bias,50.301894908191834,49.42758627404414,49.42758627404414,49.42758627404414,49.42758627404414,49.42758627404414,49.42758627404414,49.42758627404414
1776788494.421252443,1776787989.372190952,3,3,LeftHybridRe,Bias,57.23741115165157,44.87768846979643,44.87768846979643,44.87768846979643,44.87768846979643,44.87768846979643,44.87768846979643,44.87768846979643
1776788571.458191305,1776788066.424036979,4,5,DownHybridRe,Radial Concentric,57.0589280207524,40.92383538506154,40.92383538506154,40.92383538506154,40.92383538506154,40.92383538506154,40.92383538506154,40.92383538506154
1776788581.415899841,1776788075.892534017,5,6,RightHybridRe,Linear,60.13738356308101,55.85749201298398,55.85749201298398,57.23579658273394,55.85749201298398,55.85749201298398,55.85749201298398,55.85749201298398
1776788583.273581614,1776788078.224829912,6,8,RightHybridRe,Linear,73.69376551372571,67.0762573565443,62.358633859367174,66.23588828898208,67.0762573565443,67.0762573565443,67.0762573565443,67.0762573565443
1776788589.325594671,1776788084.325300931,7,10,RightHybridRe,Linear,81.94009951551692,71.01783222222966,61.59907670517654,70.18108919874496,68.5684164018007,71.01783222222966,71.01783222222966,71.01783222222966
1776788590.455380989,1776788085.126056909,8,11,LeftHybridRe,Linear,81.19284386072489,64.48917911876347,57.202767328340514,63.853484230434596,62.827141079834924,66.09217982746428,64.48917911876347,64.48917911876347
1776788595.742049715,1776788090.645981073,9,13,LeftHybridRe,Linear,86.33022089532626,76.46506228195646,72.32282202088697,73.00263440680587,77.31997992799772,80.17265563069057,76.46506228195646,76.46506228195646
