timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781007230.806237564,1781007246.986152887,236,57,Linear,2137,23.0453023708423
1781007250.871118158,1781007271.409010887,242,ACTION_RESET_RESUME,0,0,0.0
1781007296.356310336,1781007316.250284910,262,ACTION_RESET_RESUME,0,0,0.0
