timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1774959460.304659663,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774959502.372450909,0.0,0,0,Bias,0,0.0
1774959512.755000388,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774959530.253028995,0.0,0,0,Bias,0,0.0
1774959545.629522595,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774959649.910149960,1774959161.595484018,4,5,Linear,134,60.230882835877985
1774959667.030696230,1774959168.231961965,6,ACTION_RESET_RESUME,0,0,0.0
1774959756.340968650,1774959245.548738002,7,3,Bias,55,60.2535358375304
1774959768.266677400,1774959245.548738002,7,ACTION_RESET_RESUME,0,0,0.0
1774959797.385932622,1774959304.868628978,12,9,Linear,268,55.66824256219273
1774959807.151729674,1774959304.868628978,12,ACTION_RESET_RESUME,0,0,0.0
1774959817.921754741,1774959322.439534902,13,2,Bias,40,70.40532469500309
1774959830.554334020,1774959339.009778022,15,ACTION_RESET_RESUME,0,0,0.0
1774959841.617937486,1774959339.009778022,15,0,Bias,0,60.23804550828756
1774959853.355703694,1774959339.009778022,15,ACTION_RESET_RESUME,0,0,0.0
