timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Radial Complete,Conic
1774959601.498558025,1774959113.681150913,0,2,Bias,49.441395601126686,49.441395601126686,49.441395601126686,49.441395601126686,49.441395601126686,49.441395601126686,49.441395601126686,49.441395601126686
1774959629.898283454,1774959142.087899923,1,4,Bias,48.06620590054136,43.82700769009813,43.82700769009813,43.82700769009813,43.82700769009813,43.82700769009813,43.82700769009813,43.82700769009813
1774959632.099858963,1774959144.254717111,2,4,Bias,45.7749539703726,33.75522919599035,33.75522919599035,33.75522919599035,33.75522919599035,33.75522919599035,33.75522919599035,33.75522919599035
1774959649.412177622,1774959161.595484018,3,5,Linear,44.33770779453875,38.65545257941078,38.65545257941078,38.65545257941078,38.65545257941078,38.65545257941078,38.65545257941078,38.65545257941078
1774959651.643617988,1774959163.893110990,4,6,Linear,58.02766351996286,55.3707869461899,51.37265132028949,58.53601724539728,53.280690377725875,55.3707869461899,55.3707869461899,55.3707869461899
1774959656.000566808,1774959168.231961965,5,6,Linear,51.495800282601884,51.701544141744115,47.54279060740132,56.390957624423834,49.47951440710823,51.701544141744115,51.701544141744115,51.701544141744115
1774959733.399474321,1774959245.548738002,6,3,Bias,52.054781646890966,52.231133526155745,48.666487639576204,56.25063079702407,50.32653661075356,52.231133526155745,52.231133526155745,52.231133526155745
1774959770.692943444,1774959282.928056955,7,3,Bias,57.306425870855584,57.46073376521225,54.34166861445515,60.97779387722204,55.79421146423534,57.46073376521225,57.46073376521225,57.46073376521225
1774959771.427288102,1774959283.593678951,8,4,Bias,60.355881532816724,57.36362827278185,54.591125916553324,60.489903927901665,55.88227511635793,57.36362827278185,57.36362827278185,57.36362827278185
1774959778.180059605,1774959290.364888906,9,6,Linear,63.014925047491126,64.39184698421289,61.8965948636072,67.2054950738207,63.05862914343136,64.39184698421289,64.39184698421289,64.39184698421289
1774959781.091566132,1774959293.262533903,10,7,Linear,66.32014366053387,67.63805407441738,61.37035107186916,70.62925080116368,62.37850534579404,67.63805407441738,67.63805407441738,67.63805407441738
1774959792.715377522,1774959304.868628978,11,9,Linear,70.58009753216898,71.38835426657543,65.94987897595819,76.66507597930095,67.59147267778431,71.38835426657543,71.38835426657543,71.38835426657543
1774959810.214925511,1774959322.439534902,12,2,Bias,71.6463900056341,72.39247314508621,67.37234210759337,77.26329318760207,68.88765937081749,72.39247314508621,72.39247314508621,72.39247314508621
1774959818.949399886,1774959331.172013998,13,4,Bias,73.78560334001547,71.9817797194684,67.3202294703679,76.50468404466172,68.72730978621887,71.9817797194684,71.9817797194684,71.9817797194684
1774959826.797485011,1774959339.009778022,14,4,Bias,73.77907543946496,69.35357420477428,65.00279397228047,73.57495157495468,66.31606893374138,69.35357420477428,69.35357420477428,69.35357420477428
1774959876.495392738,1774959388.690368890,15,3,Bias,73.2580793718074,69.1091719642849,65.03031549632195,73.06671324882903,66.26151077269154,69.1091719642849,69.1091719642849,69.1091719642849
1774959892.215175893,1774959404.459901094,16,6,Bias,77.8825890676543,73.6939666496764,69.85504291512304,77.41871138807088,71.01381493994147,73.6939666496764,73.6939666496764,73.6939666496764
1774959912.712580774,1774959424.898794889,17,7,Linear,75.46163524179188,72.17681079538877,68.39954384771166,76.0938060291208,69.42209911457131,72.17681079538877,72.17681079538877,72.17681079538877
1774959913.478021541,1774959425.664551019,18,7,Linear,72.64390854632573,69.1807817241927,65.7287437665404,72.73135513343237,66.62676507933749,69.1807817241927,69.1807817241927,69.1807817241927
1774959922.558168887,1774959434.668200016,19,9,Linear,71.10251928923762,67.93210728999448,64.43167764434953,71.2104339320662,65.34334784194617,67.93210728999448,67.93210728999448,67.93210728999448
1774959924.181719375,1774959436.369286060,20,9,Linear,70.79847694929487,67.80006855436798,64.60643032067348,70.74309755275739,65.47904150447341,67.80006855436798,67.80006855436798,67.80006855436798
1774959933.264900115,1774959445.468477964,21,11,Linear,71.18049687089159,68.24788182229814,65.21752054229444,70.85543106919624,66.08350838959724,68.24788182229814,68.24788182229814,68.24788182229814
1774959960.258649716,1774959472.797878026,22,11,Linear,79.11862301905349,75.57412283266225,70.09890353239915,78.35482383341606,70.77002592628635,73.1927958977291,75.57412283266225,75.57412283266225
1774959973.060704868,1774959485.214282989,23,11,Simple Radial,77.3233509500343,74.63722876826957,69.9334759983049,77.24496164326052,70.43298611012004,73.31127693243899,74.63722876826957,74.63722876826957
1774959981.402893285,1774959493.922911882,24,14,Simple Radial,77.10158460269645,74.74687815335912,70.86271641466043,77.19084167374965,71.0774875606143,74.54892772245901,74.74687815335912,74.74687815335912
1774959982.007246359,1774959493.977911949,25,14,Simple Radial,80.12355855984416,77.50084042713357,72.49541738543972,79.79981455482756,72.55189681924726,76.12280719691483,77.50084042713357,77.50084042713357
1774959989.881230634,1774959502.085397958,26,15,Simple Radial,79.0487274641015,76.73593100570562,72.39526775186069,78.97415206993374,72.22745342560515,76.22088175462423,76.73593100570562,76.73593100570562
