timestamp,input_id,status,button_status,percent
timestamp,x,y,z
timestamp,LX,LY,RX,RY,LT,RT,DPAD_X,DPAD_Y,A,B,X,Y,LB,RB,LT,RT,BACK,START,LS,RS,UP,DOWN,LEFT,RIGHT
2024-08-16 13:01:37.771592,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.771592,TL,inactive,0,0.0
2024-08-16 13:01:37.771592,TR,inactive,0,0.0
2024-08-16 13:01:37.771592,S1Y_-1,active,0,1.0
2024-08-16 13:01:37.774853,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.800695,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.800695,TL,inactive,0,0.0
2024-08-16 13:01:37.800695,TR,inactive,0,0.0
2024-08-16 13:01:37.800695,S1Y_-1,active,0,1.0
2024-08-16 13:01:37.796060,0.49712257385253905,0.6247024536132812,1.0
2024-08-16 13:01:37.801502,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.816613,0.4990793991088867,0.627200927734375,1.0
2024-08-16 13:01:37.844575,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.844575,TL,inactive,0,0.0
2024-08-16 13:01:37.844575,TR,inactive,0,0.0
2024-08-16 13:01:37.844575,S1Y_-1,active,0,1.0
2024-08-16 13:01:37.852148,0.5047132110595703,0.6195557657877604,1.0
2024-08-16 13:01:37.846308,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.877149,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.877149,TL,inactive,0,0.0
2024-08-16 13:01:37.877149,TR,inactive,0,0.0
2024-08-16 13:01:37.877149,S1Y_-1,active,0,1.0
2024-08-16 13:01:37.871183,0.5223967742919922,0.6150234985351563,1.0
2024-08-16 13:01:37.879011,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.913857,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.913857,TL,inactive,0,0.0
2024-08-16 13:01:37.913857,TR,inactive,0,0.0
2024-08-16 13:01:37.913857,S1Y_-1,active,0,1.0
2024-08-16 13:01:37.905896,0.5502216339111328,0.5867901611328125,1.0
2024-08-16 13:01:37.915074,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.932045,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.932045,TL,inactive,0,0.0
2024-08-16 13:01:37.932045,TR,inactive,0,0.0
2024-08-16 13:01:37.932045,S1Y_-1,active,0,0.9426523666666666
2024-08-16 13:01:37.932045,S1X_-1,inactive,0,0.057347633333333335
2024-08-16 13:01:37.938040,0.5485696029663086,0.5980133056640625,1.0
2024-08-16 13:01:37.934801,0.0,-0.9426523447036743,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:37.965154,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:37.965154,TL,inactive,0,0.0
2024-08-16 13:01:37.965154,TR,inactive,0,0.0
2024-08-16 13:01:37.965154,S1Y_-1,active,0,0.8312041966666666
