timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781889686.328012952,1781889679.862829924,118,22,Simple Radial,815,22.092550133440035
1781889700.736268113,1781889693.345657110,123,ACTION_RESET_RESUME,0,0,0.0
1781889847.160832472,1781889839.195203066,219,ACTION_RESET_RESUME,0,0,0.0
