timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781798669.955023749,1781798664.029189110,108,46,Simple Radial,1364,23.86819641946896
1781798682.735911824,1781798672.136523008,112,ACTION_RESET_RESUME,0,0,0.0
1781798851.992904029,1781798846.272820950,208,ACTION_RESET_RESUME,0,0,0.0
