timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1781094858.139047753,1781094865.902671099,20,18,Simple Radial,549,16.546665337566296
1781094880.471833366,1781094878.915388107,25,ACTION_RESET_RESUME,0,0,0.0
1781095191.635075684,1781095195.662996054,157,38,Linear,1376,11.385674523533767
1781095206.868504549,1781095195.662996054,157,ACTION_RESET_RESUME,0,0,0.0
1781095239.347534227,1781095232.201066017,165,8,Radial Concentric,129,27.978626366964363
1781095252.776460543,1781095258.730911016,166,ACTION_RESET_RESUME,0,0,0.0
1781095304.692309618,1781095310.904369116,182,15,Simple Radial,426,19.252726144219814
1781095319.100455327,1781095324.821552992,189,ACTION_RESET_RESUME,0,0,0.0
1781095322.751445937,1781095329.001328945,191,2,Bias,71,11.208463804106836
1781095339.291246647,1781095345.211213112,194,ACTION_RESET_RESUME,0,0,0.0
