timestamp,x,y,z
2024-08-28 13:50:05.251659,0.4837933349609375,0.4535376993815104,1.0
2024-08-28 13:50:05.289201,0.48557605743408205,0.4517918904622396,1.0
2024-08-28 13:50:05.315864,0.4879638290405273,0.45839650472005206,1.0
2024-08-28 13:50:05.354108,0.4862923049926758,0.4471806844075521,1.0
2024-08-28 13:50:05.388791,0.48163345336914065,0.4529237874348958,1.0
2024-08-28 13:50:05.413964,0.489520378112793,0.44998992919921876,1.0
2024-08-28 13:50:05.440964,0.4825211334228516,0.45164652506510417,1.0
2024-08-28 13:50:05.468965,0.485244026184082,0.4502143859863281,1.0
2024-08-28 13:50:05.501303,0.47891983032226565,0.44996251424153644,1.0
2024-08-28 13:50:05.540185,0.4790510177612305,0.4586759948730469,1.0
2024-08-28 13:50:05.574762,0.4854248809814453,0.4581639607747396,1.0
2024-08-28 13:50:05.608923,0.4824541473388672,0.4589146931966146,1.0
2024-08-28 13:50:05.640297,0.48271751403808594,0.4572034200032552,1.0
2024-08-28 13:50:05.672719,0.48169185638427736,0.4514239501953125,1.0
2024-08-28 13:50:05.721224,0.472823486328125,0.4558549499511719,1.0
2024-08-28 13:50:05.748524,0.48797725677490233,0.45349578857421874,1.0
