timestamp,input_id,status,button_status,percent
timestamp,x,y,z
timestamp,LX,LY,RX,RY,LT,RT,DPAD_X,DPAD_Y,A,B,X,Y,LB,RB,LT,RT,BACK,START,LS,RS,UP,DOWN,LEFT,RIGHT
2024-08-28 13:48:20.094146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.102312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.151757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.196356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.239321,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.239321,TR,inactive,0,0.0
2024-08-28 13:48:20.239321,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.239321,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.239321,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.239321,TL,inactive,0,0.0
2024-08-28 13:48:20.234470,0.4842811965942383,0.45810923258463543,1.0
2024-08-28 13:48:20.240750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.260218,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.260218,TR,inactive,0,0.0
2024-08-28 13:48:20.260218,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.260218,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.260218,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.260218,TL,inactive,0,0.0
2024-08-28 13:48:20.260975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.287872,0.48268497467041016,0.4578791300455729,1.0
2024-08-28 13:48:20.315003,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.315003,TR,inactive,0,0.0
2024-08-28 13:48:20.315003,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.315003,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.315003,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.315003,TL,inactive,0,0.0
2024-08-28 13:48:20.320558,0.4872709655761719,0.45296213785807293,1.0
2024-08-28 13:48:20.315905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.342523,0.4842053985595703,0.45362564086914064,1.0
2024-08-28 13:48:20.353328,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.353328,TR,inactive,0,0.0
2024-08-28 13:48:20.353328,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.353328,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.353328,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.353328,TL,inactive,0,0.0
2024-08-28 13:48:20.354733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.371099,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.371099,TR,inactive,0,0.0
2024-08-28 13:48:20.371099,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.371099,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.371099,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.371099,TL,inactive,0,0.0
2024-08-28 13:48:20.376636,0.48735416412353516,0.45353612263997395,1.0
2024-08-28 13:48:20.372562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.403562,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.403562,TR,inactive,0,0.0
2024-08-28 13:48:20.403562,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.403562,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.403562,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.403562,TL,inactive,0,0.0
2024-08-28 13:48:20.400552,0.4942975234985352,0.4471168009440104,1.0
2024-08-28 13:48:20.405700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.440756,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.440756,TR,inactive,0,0.0
2024-08-28 13:48:20.440756,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.440756,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.440756,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.440756,TL,inactive,0,0.0
2024-08-28 13:48:20.427440,0.4880984878540039,0.4551774088541667,1.0
2024-08-28 13:48:20.442082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.468339,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.468339,TR,inactive,0,0.0
2024-08-28 13:48:20.468339,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.468339,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.468339,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.468339,TL,inactive,0,0.0
2024-08-28 13:48:20.481351,0.481568489074707,0.45211405436197916,1.0
2024-08-28 13:48:20.469774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 13:48:20.510458,0.4854274749755859,0.45458577473958334,1.0
2024-08-28 13:48:20.527839,S1Y_-1,inactive,0,0.0
2024-08-28 13:48:20.527839,TR,inactive,0,0.0
2024-08-28 13:48:20.527839,S1X_+1,inactive,0,0.0
2024-08-28 13:48:20.527839,S1X_-1,inactive,0,0.0
2024-08-28 13:48:20.527839,S1Y_+1,inactive,0,0.0
2024-08-28 13:48:20.527839,TL,inactive,0,0.0
