timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Radial Complete,Conic
1779362090.693602099,1779361572.659090042,0,4,UpHybridRe,Bias,27.130538839006075,27.130538839006075,27.130538839006075,27.130538839006075,27.130538839006075,27.130538839006075,27.130538839006075,27.130538839006075
1779362091.190662968,1779361573.184478998,1,6,UpHybridRe,Radial Concentric,67.96504449483949,85.4020591142464,85.4020591142464,85.4020591142464,85.4020591142464,85.4020591142464,85.4020591142464,85.4020591142464
1779362093.157771365,1779361575.111418009,2,6,RightHybridRe,Radial Concentric,17.71792527664453,10.372402028113711,10.372402028113711,9.071406488046375,10.372402028113711,10.372402028113711,10.372402028113711,10.372402028113711
1779362095.359787972,1779361577.303630114,3,6,DownHybridRe,Radial Concentric,17.396006965091757,7.317398293108154,7.317398293108154,6.669999629656612,7.317398293108154,7.317398293108154,7.317398293108154,7.317398293108154
1779362097.189211563,1779361579.140275002,4,7,CloserHybridRe,Radial Concentric,15.551395763163207,5.148044532001279,5.148044532001279,4.379104499220211,5.148044532001279,5.148044532001279,5.148044532001279,5.148044532001279
1779362101.707486402,1779361583.644699097,5,7,B,Radial Concentric,19.842083531609983,9.982143188917616,9.982143188917616,9.33691385924521,9.982143188917616,9.982143188917616,9.982143188917616,9.982143188917616
1779362102.322950111,1779361584.155199051,6,7,B,Radial Concentric,60.493848267334954,67.49690488786096,67.49690488786096,67.96051952160654,67.49690488786096,67.49690488786096,67.49690488786096,67.49690488786096
1779362176.084288846,1779361658.067698002,7,8,UpHybridRe,Radial Concentric,19.508290453090165,28.444725435076034,28.444725435076034,35.372011937557474,28.444725435076034,28.444725435076034,28.444725435076034,28.444725435076034
1779362180.367083352,1779361662.271321058,8,9,UpHybridRe,Radial Concentric,17.03290970022175,15.278035247792216,15.278035247792216,13.808143309629786,15.278035247792216,15.278035247792216,15.278035247792216,15.278035247792216
1779362184.793071487,1779361666.660638094,9,9,UpHybridRe,Radial Concentric,4.681996632404701,6.351809785590309,6.351809785590309,10.855504156369873,6.351809785590309,6.351809785590309,6.351809785590309,6.351809785590309
1779362187.769787876,1779361669.693171978,10,2,UpHybridRe,Bias,5.447232517455517,5.447232517455517,5.447232517455517,5.447232517455517,5.447232517455517,5.447232517455517,5.447232517455517,5.447232517455517
1779362191.330098651,1779361673.206720114,11,4,LeftHybridRe,Bias,7.796288016672389,3.9976582019276847,3.9976582019276847,3.9976582019276847,3.9976582019276847,3.9976582019276847,3.9976582019276847,3.9976582019276847
1779362192.355674832,1779361674.327841997,12,4,RightHybridRe,Bias,13.953097853252292,8.699853722642363,8.699853722642363,8.699853722642363,8.699853722642363,8.699853722642363,8.699853722642363,8.699853722642363
1779362194.322219497,1779361676.244405031,13,5,RightHybridRe,Bias,9.803104225181414,4.23582511974732,4.23582511974732,4.23582511974732,4.23582511974732,4.23582511974732,4.23582511974732,4.23582511974732
1779362195.360248865,1779361677.330404997,14,6,CloserHybridRe,Bias,20.20614700687862,19.221571381860855,19.221571381860855,18.937561392265348,19.221571381860855,19.221571381860855,19.221571381860855,19.221571381860855
1779362198.812120204,1779361680.703907013,15,6,RightHybridRe,Bias,9.502649961504524,3.570566482643925,3.570566482643925,3.771089968509245,3.570566482643925,3.570566482643925,3.570566482643925,3.570566482643925
