bin_x,bin_y,gaze_x,gaze_y,err_x,err_y
8,4,443.95562744140625,237.1402130126953,19.42616163700461,0.8510228791470809
8,4,444.0653381347656,231.98805236816406,19.26102592045862,6.005553601464044
8,4,443.6658935546875,235.3425750732422,19.639563458943996,2.6769709354146016
8,4,442.3352966308594,231.99964904785156,20.917322220622452,6.040595996165848
8,4,442.18157958984375,233.4270477294922,21.004453106350525,4.63280340649564
8,4,443.1435852050781,235.5894012451172,20.077909625913946,2.60231136646658
8,4,442.26617431640625,233.67564392089844,21.00507540700221,4.624815958164447
8,4,446.8274230957031,239.50914001464844,16.520555447489585,-1.1435550288918535
8,4,444.49176025390625,237.16432189941406,18.969694034209,1.2454638515467593
8,4,446.4454040527344,237.88917541503906,17.145603531540246,0.5494586797000238
8,4,446.99017333984375,235.81040954589844,16.730822958659985,2.41002743719136
8,4,445.3674011230469,239.32920837402344,18.469396141965547,-1.4472999958847197
8,4,431.3804016113281,238.30979919433594,32.91657530415176,-3.2740985325401937
8,4,429.7037353515625,224.9161376953125,34.65666619985387,9.584067571730742
8,4,406.007080078125,202.72377014160156,58.21020377051525,31.601952153847634
9,4,451.7860412597656,234.66380310058594,12.140739562996316,2.6606097575972
9,4,460.5534362792969,236.45506286621094,3.4657591641357612,0.13683784737557403
9,4,453.404541015625,225.16371154785156,10.71013469845957,10.6180918028914
7,4,398.6749267578125,238.14723205566406,65.45034470246969,-3.104040841894175
