timestamp,event_count,edge_type,button_id,group,redundant,mode
1785248779.690758,rising,SwitchRef2,SwitchRef2,True,translation
0.0,falling,SwitchRef2,SwitchRef2,True,rotation
1785248783.723248,rising,UpHybridRe,UpHybridRe,True,rotation
0.0,falling,UpHybridRe,UpHybridRe,True,rotation
1785248787.454945,rising,RightHybridRe,RightHybridRe,True,rotation
0.0,falling,RightHybridRe,RightHybridRe,True,rotation
1785248791.253509,rising,LeftHybridRe,LeftHybridRe,True,rotation
0.0,falling,LeftHybridRe,LeftHybridRe,True,rotation
1785248793.818889,rising,FartherHybridRe,FartherHybridRe,True,rotation
0.0,falling,FartherHybridRe,FartherHybridRe,True,rotation
