timestamp,pupil_hardware_timestamp,event_count,active_model,num_bins,total_samples,current_rmse
1774880816.413805522,1774880324.387032985,7,Bias,4,200,11.924751070243845
1774880856.831193657,1774880363.983391046,14,Linear,5,241,13.099107478552947
1774880885.897066403,1774880392.483983039,19,ACTION_RESET_RESUME,0,0,0.0
1774880898.138507798,1774880409.179878950,21,Bias,2,100,13.457149630589864
1774880916.984090624,1774880422.917357921,23,ACTION_RESET_RESUME,0,0,0.0
