timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1774973447.733774467,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774973514.430114066,1774973014.204148054,5,ACTION_RESET_RESUME,0,0,0.0
1774973648.259859947,1774973158.366316080,58,17,Linear,743,16.30175142184847
1774973666.660178868,1774973177.063589096,67,ACTION_RESET_RESUME,0,0,0.0
1774973670.788682839,1774973181.812495946,69,2,Bias,100,15.72641740203007
1774973671.218599784,1774973181.812495946,69,ACTION_RESET_RESUME,0,0,0.0
1774973673.494459269,1774973184.584692001,71,2,Bias,90,11.959433348106211
1774973694.900247242,1774973205.704152107,74,ACTION_RESET_RESUME,0,0,0.0
1774973713.761139760,1774973216.704904079,77,ACTION_RESET_RESUME,0,0,0.0
1774973772.411067402,1774973283.221774101,101,10,Simple Radial,407,36.4816073565565
1774973783.132283827,1774973289.992388010,104,ACTION_RESET_RESUME,0,0,0.0
1774974064.966553053,1774973545.373639106,189,ACTION_RESET_RESUME,0,0,0.0
