timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Radial Complete,Conic
1774973454.365200058,1774972965.504348039,0,2,Bias,34.593999170804274,34.593999170804274,34.593999170804274,34.593999170804274,34.593999170804274,34.593999170804274,34.593999170804274,34.593999170804274
1774973489.154034227,1774973000.726448059,1,2,Bias,27.84920644192748,28.94147194420282,28.94147194420282,28.94147194420282,28.94147194420282,28.94147194420282,28.94147194420282,28.94147194420282
1774973489.781484336,1774973001.326947927,2,3,Bias,60.66821361763988,34.044101495211734,34.044101495211734,34.044101495211734,34.044101495211734,34.044101495211734,34.044101495211734,34.044101495211734
1774973497.618675697,1774973009.159185886,3,4,Bias,18.966726743349827,37.15154778526276,37.15154778526276,37.15154778526276,37.15154778526276,37.15154778526276,37.15154778526276,37.15154778526276
1774973502.695790829,1774973014.204148054,4,5,Bias,34.82111680587904,25.762948258458607,25.762948258458607,25.762948258458607,25.762948258458607,25.762948258458607,25.762948258458607,25.762948258458607
1774973518.189842862,1774973029.687846899,5,3,Bias,12.381061482695731,12.381061482695731,12.381061482695731,12.381061482695731,12.381061482695731,12.381061482695731,12.381061482695731,12.381061482695731
1774973520.664288647,1774973032.204359054,6,4,Bias,7.111302239169871,6.418022725944171,6.418022725944171,6.418022725944171,6.418022725944171,6.418022725944171,6.418022725944171,6.418022725944171
1774973522.251863732,1774973033.770735979,7,4,Bias,16.87826989581142,16.6318677871351,16.6318677871351,16.6318677871351,16.6318677871351,16.6318677871351,16.6318677871351,16.6318677871351
1774973524.122878147,1774973035.648277997,8,4,Bias,10.54172698225018,10.21889428131867,10.21889428131867,10.21889428131867,10.21889428131867,10.21889428131867,10.21889428131867,10.21889428131867
1774973530.731020717,1774973042.154088020,9,4,Bias,11.767036867791026,10.096781798372195,10.096781798372195,10.096781798372195,10.096781798372195,10.096781798372195,10.096781798372195,10.096781798372195
1774973533.819609649,1774973045.321479082,10,4,Bias,14.103957268840523,13.698258584512775,13.698258584512775,13.698258584512775,13.698258584512775,13.698258584512775,13.698258584512775,13.698258584512775
1774973536.162813768,1774973047.699193954,11,4,Bias,10.287182744438995,8.824839752652764,8.824839752652764,8.824839752652764,8.824839752652764,8.824839752652764,8.824839752652764,8.824839752652764
