timestamp,pupil_hardware_timestamp,event_count,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1774951064.128280342,1774950576.508033990,0,Bias,17.63151110483079,17.63151110483079,17.63151110483079,17.63151110483079,17.63151110483079,17.63151110483079,17.63151110483079
1774951066.464306113,1774950578.790189027,1,Bias,16.80241695663057,11.0487496900416,11.0487496900416,11.0487496900416,11.0487496900416,11.0487496900416,11.0487496900416
1774951068.173114212,1774950580.527312994,2,Bias,27.12810844172292,16.012618311947058,16.012618311947058,16.012618311947058,16.012618311947058,16.012618311947058,16.012618311947058
1774951074.653157630,1774950586.838133096,3,Bias,47.350853765665406,48.72489967317508,48.72489967317508,48.72489967317508,48.72489967317508,48.72489967317508,48.72489967317508
1774951076.945961278,1774950589.260092973,4,Linear,22.43382886011763,33.125543778063545,33.01905296360737,32.54311335396325,32.822460793075344,33.125543778063545,33.125543778063545
1774951080.612661422,1774950592.838201045,5,Linear,23.23724556364542,22.282536884906218,19.68201895404978,20.04712146045865,19.81594358609215,22.282536884906218,22.282536884906218
1774951084.304295031,1774950596.581456899,6,Linear,17.880789558653543,15.341795016442799,15.351239853606145,16.922639283618505,15.008345543869723,15.341795016442799,15.341795016442799
1774951087.108533839,1774950599.374124050,7,Linear,14.814119260478964,11.388974197248807,14.89278250049568,14.93175866936422,10.46177031666245,11.388974197248807,11.388974197248807
1774951089.046959876,1774950601.401065111,8,Linear,24.166902679358643,18.08295334484383,23.10980119149057,22.47113024585312,21.570652700058268,18.08295334484383,18.08295334484383
1774951090.899909623,1774950603.188529968,9,Linear,27.883458643524794,28.4213749641161,30.945962789622005,24.38855663731434,25.84909916721559,28.4213749641161,28.4213749641161
1774951091.837550521,1774950604.139395952,10,Linear,28.904626443559014,21.34040425209483,10.880790666711187,20.144070573748106,11.894292958019955,21.34040425209483,21.34040425209483
1774951094.803973812,1774950606.901804924,11,Linear,28.057578972048066,39.943595715010055,29.658550240313673,40.13405890250046,33.7299505080246,39.943595715010055,39.943595715010055
1774951099.229968295,1774950611.515460014,12,Linear,22.415270699515233,28.937025386064658,26.96904640934983,27.839764745194753,25.24695948626286,28.937025386064658,28.937025386064658
1774951102.108666824,1774950614.358505010,13,Linear,23.863823900003357,31.047768745932228,32.57671282878884,34.10787348701954,27.593948913802684,31.047768745932228,31.047768745932228
1774951103.590211592,1774950615.865334987,14,Linear,33.428267642665624,39.81954429853741,26.180194126603993,34.57841832408734,24.29261736819822,39.81954429853741,39.81954429853741
1774951105.389282653,1774950617.686980009,15,Linear,40.68676722439401,39.52215500641478,28.325705883776152,29.315213274286737,26.299940868768818,39.52215500641478,39.52215500641478
1774951106.618696348,1774950618.912970066,16,Linear,89.42533230548555,63.34933041372223,41.038500748787534,54.13859376562514,44.83211019184162,63.34933041372223,63.34933041372223
1774951107.683954605,1774950619.913980960,17,Linear,94.29600349950853,54.5261919363567,29.358675115106262,44.79752313811343,33.58035430834312,54.5261919363567,54.5261919363567
1774951110.868290986,1774950623.191333055,18,Linear,40.715262409565824,9.416729655012007,25.544660823623666,17.057347047079965,19.510542014428932,9.416729655012007,9.416729655012007
1774951112.296672405,1774950624.598022937,19,Linear,43.40688451189556,14.504174326702726,23.878681995344063,26.32501934230978,18.627210484975546,14.504174326702726,14.504174326702726
1774951113.016956680,1774950625.343789100,20,Linear,53.03295932682971,26.63873777649849,11.825603082296796,25.94513475345336,16.38732164896425,26.63873777649849,26.63873777649849
1774951115.375350889,1774950627.585259914,21,Linear,48.84269478338194,23.72478041359471,13.051969886498354,23.595002286017273,15.696994272729121,23.72478041359471,23.72478041359471
1774951116.580266980,1774950628.901515007,22,Linear,60.23871705290874,44.749474512128174,25.707606001415833,39.62652184685807,31.19986334743233,44.749474512128174,44.749474512128174
1774951117.773901818,1774950629.978204011,23,Linear,65.52017821739031,46.198800671926556,26.98489567336788,43.28866226777644,32.72048901692978,46.198800671926556,46.198800671926556
1774951121.578769477,1774950633.706197977,24,Linear,27.65954749027248,40.70379380787553,65.40349609329724,30.21429114481223,67.92480241545687,40.70379380787553,40.70379380787553
1774951128.838702167,1774950641.128282070,25,Linear,78.87755655774073,66.37487926235514,50.81830238638909,59.383747960280644,57.31193362100852,66.37487926235514,66.37487926235514
1774951130.545551389,1774950642.839869976,26,Linear,59.037394620414425,49.26724690700851,37.84411291485658,51.71838032988021,42.42721077494418,49.26724690700851,49.26724690700851
1774951131.934002070,1774950644.221259117,27,Linear,54.83250965432402,40.67312828150567,37.017797864441306,46.60374137577582,34.66129997036928,40.67312828150567,40.67312828150567
