timestamp,pupil_hardware_timestamp,event_count,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Radial Complete,Conic
1774949865.534670328,1774949376.622056961,0,Bias,18.584964299220832,18.584964299220832,18.584964299220832,18.584964299220832,18.584964299220832,18.584964299220832,18.584964299220832
1774949879.534860862,1774949390.490060091,1,Bias,48.54549654834796,50.14893466984567,50.14893466984567,50.14893466984567,50.14893466984567,50.14893466984567,50.14893466984567
1774949889.507513341,1774949400.523811101,2,Linear,90.30916151774498,91.87211008964034,91.87211008964034,91.87211008964034,91.87211008964034,91.87211008964034,91.87211008964034
1774949894.008121082,1774949405.093348026,3,Linear,154.56262492958578,154.3468122516125,157.9880387973638,157.37079656893863,156.72816020935113,154.3468122516125,154.3468122516125
1774949896.702049245,1774949407.760404109,4,Linear,146.63534097509896,145.36977926296473,146.9430436044122,148.40739113766602,147.02175213757607,145.36977926296473,145.36977926296473
1774949899.504268246,1774949410.527596950,5,Radial Concentric,126.23562676845403,125.19758791641662,128.84835090144807,128.65343087947141,127.41164063712829,125.19758791641662,125.19758791641662
1774949902.060372225,1774949413.059866905,6,Radial Concentric,113.49328592432482,111.72146641392989,113.99453238691015,115.12700115949403,112.6133507048703,111.72146641392989,111.72146641392989
1774949914.716456696,1774949425.732064008,7,Radial Concentric,117.61553624735032,116.08046378288893,117.4007336597972,118.40428479089536,116.62848993561406,116.08046378288893,116.08046378288893
1774949917.124676587,1774949428.164365053,8,Radial Concentric,154.49145455535896,153.27393625917674,151.1091190171059,152.29905172205144,151.98193069275462,153.27393625917674,153.27393625917674
1774949929.578837090,1774949440.535151004,9,Linear,159.06285950676516,158.47774414767593,156.85290894586223,159.0250296735118,157.46046262752282,158.47774414767593,158.47774414767593
1774949933.960844252,1774949444.904182910,10,Linear,151.32450398852083,153.51474739923145,146.94207037474283,152.91699931622128,147.91333222833697,153.51474739923145,153.51474739923145
1774949943.773249295,1774949454.838663101,11,Radial Concentric,165.3032010001208,166.53523068271124,164.25569430376305,165.5989018002933,165.67669874495218,166.53523068271124,166.53523068271124
1774949944.950791681,1774949455.939785003,12,Linear,178.92745779632708,179.42625873042454,180.56806559977187,179.64036933996115,181.3922507848901,179.42625873042454,179.42625873042454
1774949978.899166509,1774949489.946058988,13,Linear,167.5713642430505,168.44866897098527,170.70889035592933,168.3209112716961,170.4152465613552,168.44866897098527,168.44866897098527
1774949986.844984387,1774949497.883235931,14,Linear,158.73150432313676,160.16789761925514,162.43599529109972,160.23590746905404,161.92786727357887,160.16789761925514,160.16789761925514
1774949990.469650584,1774949501.486205101,15,Linear,156.72284900447005,157.79561452164236,161.55117590955723,157.51876933863954,161.26164666602847,157.79561452164236,157.79561452164236
1774949999.206586317,1774949510.219707965,16,Linear,160.03558913086593,160.62602406566364,165.60392253022596,160.31545576512616,165.31236763934191,160.62602406566364,160.62602406566364
1774950010.051730451,1774949521.024868011,17,Linear,153.74019913162203,154.60907082342027,158.87336892156884,154.06011519347936,158.60060285637763,154.60907082342027,154.60907082342027
1774950018.020596789,1774949528.952033996,18,Linear,146.60895217151915,148.024006847734,152.28192354069907,147.9506683459211,151.1842430307897,148.024006847734,148.024006847734
1774950023.343196197,1774949534.326889991,19,Linear,147.7685293639285,148.77305720785745,152.89296583596865,148.69240474987296,152.23389980299146,148.77305720785745,148.77305720785745
1774950029.096769967,1774949540.062324047,20,Linear,149.25882092990201,149.36816947724762,153.52083185452165,149.24098055206247,153.2560181561043,149.36816947724762,149.36816947724762
1774950035.870488801,1774949546.898767948,21,Linear,149.99083731705866,148.7557939386994,152.83968585714308,148.8758533651423,152.8155143869925,148.7557939386994,148.7557939386994
1774950076.649508503,1774949587.575777053,22,Bias,145.25354214938915,144.07219630921944,147.9785277094699,144.18703576059957,147.95540717280414,144.07219630921944,144.07219630921944
1774950085.518240449,1774949596.544496059,23,Bias,144.47695364767375,142.5484237702992,146.2919913622058,142.65847824453843,146.26983418123447,142.5484237702992,142.5484237702992
1774950229.304947271,1774949740.412404060,24,Bias,166.25229711249557,164.40090843021596,167.99473331844635,164.50656072548566,167.97346242471383,164.40090843021596,164.40090843021596
