timestamp,pupil_hardware_timestamp,event_count,active_model,num_bins,total_samples,current_rmse
1774950036.327969387,1774949546.898767948,22,Linear,19,554,71.39520875704603
1774950040.761099367,1774949546.898767948,22,ACTION_RESET_RESUME,0,0,0.0
1774950086.164139087,1774949596.544496059,24,Bias,3,107,58.67665725037132
1774950107.564611193,1774949596.544496059,24,ACTION_RESET_RESUME,0,0,0.0
