timestamp,pupil_hardware_timestamp,event_count,active_model,num_bins,total_samples,current_rmse
1774622713.305864613,1774622225.791441917,43,Linear,12,590,20.74430407659465
1774622817.843728306,1774622328.865663051,91,Linear,21,936,50.88149490691071
1774622891.944188077,1774622404.300846099,123,Linear,24,1086,51.27388638839745
1774623066.283115588,1774622565.174201011,196,Radial Complete,37,1498,48.991407021186404
