timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1774960372.134951355,0.0,0,ACTION_RESET_RESUME,0,0,0.0
1774960387.518683194,1774959892.590384960,1,1,Bias,50,11.389717251280846
1774960390.670866791,1774959892.590384960,1,1,Bias,50,11.389717251280846
1774960404.960160940,1774959907.028759002,2,ACTION_RESET_RESUME,0,0,0.0
1774960414.772283850,1774959907.028759002,2,0,Bias,0,70.40097034517426
1774960414.939556378,1774959907.028759002,2,0,Bias,0,70.40097034517426
1774960424.560291947,1774959907.028759002,2,ACTION_RESET_RESUME,0,0,0.0
1774960503.275436667,1774959970.642484903,3,1,Bias,50,6.181370444813342
1774960524.288354684,1774960027.759687900,4,ACTION_RESET_RESUME,0,0,0.0
1774960525.297101262,1774960027.759687900,4,ACTION_RESET_RESUME,0,0,0.0
1774960664.644118261,1774960163.730973958,13,7,Linear,203,55.375849840658404
1774960675.957572720,1774960163.730973958,13,ACTION_RESET_RESUME,0,0,0.0
1774960705.544340472,1774960212.009814977,15,3,Bias,33,33.21153616434048
1774960705.745088029,1774960212.009814977,15,3,Bias,33,33.21153616434048
1774960727.480234392,1774960227.579427003,16,ACTION_RESET_RESUME,0,0,0.0
1774960751.467870404,1774960251.186127901,18,4,Bias,73,44.20316267204162
1774960765.496935109,1774960251.186127901,18,ACTION_RESET_RESUME,0,0,0.0
1774960802.331726122,1774960251.186127901,18,0,Bias,0,44.20316267204162
1774960802.475924023,1774960251.186127901,18,0,Bias,0,44.20316267204162
1774960802.603904925,1774960251.186127901,18,0,Bias,0,44.20316267204162
1774960817.796771724,1774960320.069782018,20,ACTION_RESET_RESUME,0,0,0.0
1774960826.340308030,1774960330.374629020,21,4,Bias,127,21.090782785460807
1774960832.274129371,1774960330.374629020,21,ACTION_RESET_RESUME,0,0,0.0
1774960858.880692523,1774960330.374629020,21,0,Bias,0,21.090782785460807
1774960873.385498322,1774960378.583905935,23,ACTION_RESET_RESUME,0,0,0.0
1774960881.268247535,1774960385.920811891,24,2,Bias,100,15.195716991388888
1774960884.984729846,1774960385.920811891,24,ACTION_RESET_RESUME,0,0,0.0
