timestamp,pupil_hardware_timestamp,event_count,bin_count,button_id,active_model,Raw,Bias,Linear,Radial Concentric,Simple Radial,Sigmoid X+Y,Raw 2,Radial Complete,Conic
1779799964.770695517,1779799383.088372946,0,1,LeftHybridRe,Bias,23.18881305431288,5.716229384880277,5.716229384880277,5.716229384880277,5.716229384880277,5.716229384880277,23.18881305431288,5.716229384880277,5.716229384880277
1779799967.227690019,1779799385.505808115,1,2,FartherHybridRe,Bias,9.42563263432119,5.007021391453034,5.007021391453034,5.007021391453034,5.007021391453034,5.007021391453034,9.42563263432119,5.007021391453034,5.007021391453034
1779799970.088284326,1779799388.212985992,2,2,FartherHybridRe,Bias,5.6362420349215405,3.8349447742862917,3.8349447742862917,3.8349447742862917,3.8349447742862917,3.8349447742862917,5.6362420349215405,3.8349447742862917,3.8349447742862917
1779799976.436100693,1779799394.579528093,3,2,FartherHybridRe,Bias,4.77654832117259,2.905171764420445,2.905171764420445,2.905171764420445,2.905171764420445,2.905171764420445,4.77654832117259,2.905171764420445,2.905171764420445
1779799978.885475656,1779799397.206428051,4,2,DownHybridRe,Bias,7.148839367457826,4.746996209368618,4.746996209368618,4.746996209368618,4.746996209368618,4.746996209368618,7.148839367457826,4.746996209368618,4.746996209368618
1779799980.716812056,1779799398.993195057,5,3,LeftHybridRe,Bias,10.519098455391669,5.982412627341041,5.982412627341041,5.982412627341041,5.982412627341041,5.982412627341041,10.519098455391669,5.982412627341041,5.982412627341041
1779799982.245000851,1779799400.529325962,6,3,LeftHybridRe,Bias,10.507463052320064,5.867215434563304,5.867215434563304,5.867215434563304,5.867215434563304,5.867215434563304,10.507463052320064,5.867215434563304,5.867215434563304
1779799984.056890965,1779799402.345959902,7,4,DownHybridRe,Bias,11.527319341410774,6.114630909533299,6.114630909533299,6.114630909533299,6.114630909533299,6.114630909533299,11.527319341410774,6.114630909533299,6.114630909533299
1779799985.977984156,1779799404.202780008,8,5,A,Bias,13.780743851916629,11.031090260758383,11.031090260758383,10.436742192943699,11.031090260758383,11.031090260758383,13.780743851916629,11.031090260758383,11.031090260758383
1779799987.348743485,1779799405.589035034,9,5,A,Bias,11.36234716711566,8.706447448690419,8.706447448690419,7.778636391402584,8.706447448690419,8.706447448690419,11.36234716711566,8.706447448690419,8.706447448690419
1779799989.845346521,1779799408.207294941,10,6,FartherHybridRe,Bias,11.853070429971451,9.302589282164965,9.302589282164965,8.548241762832921,9.302589282164965,9.302589282164965,11.853070429971451,9.302589282164965,9.302589282164965
1779799990.895143332,1779799409.227869034,11,6,FartherHybridRe,Bias,11.853070429971451,9.302589282164965,9.302589282164965,8.548241762832921,9.302589282164965,9.302589282164965,11.853070429971451,9.302589282164965,9.302589282164965
1779799992.124175947,1779799410.424002886,12,6,DownHybridRe,Bias,11.677494163508815,9.039093282110883,9.039093282110883,8.211975513549497,9.039093282110883,9.039093282110883,11.677494163508815,9.039093282110883,9.039093282110883
1779799995.673607364,1779799413.886552095,13,6,A,Bias,12.031469471004293,8.954137782450479,8.954137782450479,8.213558812466735,8.954137782450479,8.954137782450479,12.031469471004293,8.954137782450479,8.954137782450479
1779799997.881696675,1779799416.073210001,14,6,UpHybridRe,Bias,11.741966568514036,8.80215930598716,8.80215930598716,8.048447343533438,8.80215930598716,8.80215930598716,11.741966568514036,8.80215930598716,8.80215930598716
1779800002.534876993,1779799420.657367945,15,7,CloserHybridRe,Bias,12.897600872527123,8.21377491237031,8.21377491237031,7.693082607955918,8.21377491237031,8.21377491237031,12.897600872527123,8.21377491237031,8.21377491237031
1779800006.630583730,1779799424.761063099,16,9,LeftHybridRe,Bias,13.501587750874002,7.961623867590366,7.961623867590366,7.134599071779142,7.961623867590366,7.961623867590366,13.501587750874002,7.961623867590366,7.961623867590366
1779800008.520818233,1779799426.827940941,17,9,DownHybridRe,Radial Concentric,13.993453665933417,8.202271372885802,8.202271372885802,7.12429379184448,8.202271372885802,8.202271372885802,13.993453665933417,8.202271372885802,8.202271372885802
1779800011.160410926,1779799429.430627108,18,11,B,Radial Concentric,13.361906487136984,8.496235414766847,8.496235414766847,7.969001197835954,8.266103856039907,7.733658084095085,13.361906487136984,8.496235414766847,8.496235414766847
1779800015.216347398,1779799432.819169044,19,11,UpHybridRe,Radial Concentric,13.041282976093736,8.531458761724343,8.531458761724343,8.236738232311207,8.341925698222777,8.201490871854892,13.041282976093736,8.531458761724343,8.531458761724343
1779800026.553584877,1779799444.654927015,20,12,RightHybridRe,Radial Concentric,14.952685864662028,8.832033834293298,8.832033834293298,8.251397896041988,8.416824498769156,7.7328208579360345,14.952685864662028,8.832033834293298,8.832033834293298
1779800028.839775774,1779799447.007519007,21,14,RightHybridRe,Sigmoid X+Y,17.6900843026991,10.195115364092112,9.107648138864157,8.925477811400059,8.849932473025255,7.782355392258848,17.6900843026991,10.195115364092112,10.195115364092112
1779800035.339789682,1779799453.603199005,22,15,RightHybridRe,Sigmoid X+Y,19.308736035456292,11.207297283702228,9.37517928307759,9.213403659223241,8.772367606083016,7.688299257916356,19.308736035456292,11.207297283702228,11.207297283702228
1779800042.436399174,1779799460.599261999,23,17,FartherHybridRe,Sigmoid X+Y,19.95346740461622,11.17882437658216,9.238335102051252,9.405188636916865,8.98376492748716,7.814726414899883,19.95346740461622,11.17882437658216,11.17882437658216
1779800043.282489421,1779799461.565140009,24,17,FartherHybridRe,Sigmoid X+Y,19.961127948995035,11.130209285254358,9.170063273262258,9.279281917578423,8.907477122174111,7.736873842878065,19.961127948995035,11.130209285254358,11.130209285254358
1779800043.930977054,1779799462.320763111,25,17,FartherHybridRe,Sigmoid X+Y,19.961127948995035,11.130209285254358,9.170063273262258,9.279281917578423,8.907477122174111,7.736873842878065,19.961127948995035,11.130209285254358,11.130209285254358
1779800045.830877361,1779799464.093049049,26,17,DownHybridRe,Sigmoid X+Y,19.670353781204085,10.818626579075572,8.801753679998447,8.888734162737128,8.592224393409001,7.517499790103461,19.670353781204085,10.818626579075572,10.818626579075572
1779800047.746787599,1779799466.009279966,27,18,B,Sigmoid X+Y,20.385064420858217,12.077130327777798,9.689114070626049,9.20630262996655,9.03383804955866,8.765321036272812,20.385064420858217,12.077130327777798,12.077130327777798
1779800049.837604963,1779799468.136157990,28,18,DownHybridRe,Sigmoid X+Y,20.574495147403095,12.064982500988696,9.63923269518256,9.101147305614786,8.953906306601107,8.575214981215474,20.574495147403095,12.064982500988696,12.064982500988696
1779800051.475261772,1779799469.778016090,29,18,DownHybridRe,Sigmoid X+Y,20.234894443464707,11.823827503035677,9.564232585767911,9.027216093938469,8.965131785939834,8.60207405716091,20.234894443464707,11.823827503035677,11.823827503035677
1779800054.826931151,1779799473.071444988,30,18,A,Sigmoid X+Y,19.85941784712717,11.857374924666784,9.601395239228125,8.723112990222578,8.757177614241638,8.395123639849922,19.85941784712717,11.857374924666784,11.857374924666784
1779800056.811334447,1779799475.137837887,31,18,UpHybridRe,Sigmoid X+Y,20.002803546142413,11.941741258528218,9.657907904308276,8.803350926388552,8.813321522676892,8.459958522101498,20.002803546142413,11.941741258528218,11.941741258528218
1779800059.322431717,1779799477.635205030,32,18,LeftHybridRe,Sigmoid X+Y,20.166531198890652,12.050058939397793,9.771611987435966,8.857816896641934,8.968584006642875,8.493362851522413,20.166531198890652,12.050058939397793,12.050058939397793
1779800060.167881789,1779799478.466305017,33,18,LeftHybridRe,Sigmoid X+Y,20.0169110577207,11.947135993060668,9.687760238809785,8.763373820698499,8.867642091187937,8.42497370409135,20.0169110577207,11.947135993060668,11.947135993060668
1779800062.059064828,1779799480.358050108,34,19,FartherHybridRe,Sigmoid X+Y,20.37392055290443,11.863161190382483,9.588112406917315,8.728244174166681,9.079059160014188,8.39548889606027,20.37392055290443,11.863161190382483,11.863161190382483
1779800064.721236850,1779799482.940325022,35,19,CloserHybridRe,Sigmoid X+Y,20.324109607287372,11.807875413121206,9.52103422617882,8.724606002840893,9.053540476200345,8.413618469945263,20.324109607287372,11.807875413121206,11.807875413121206
1779800072.976491900,1779799490.987823009,36,19,CloserHybridRe,Sigmoid X+Y,20.707904212546364,12.114597988852811,9.568933907906336,8.706768751989648,9.165547434300386,8.391328411896543,20.707904212546364,12.114597988852811,12.114597988852811
1779800073.967920288,1779799492.319078922,37,19,FartherHybridRe,Sigmoid X+Y,20.584957998258865,12.043313807115357,9.510227408692593,8.646350379430936,9.112947475184582,8.35594899402753,20.584957998258865,12.043313807115357,12.043313807115357
1779800076.624104525,1779799494.660476923,38,19,FartherHybridRe,Sigmoid X+Y,21.315921485033435,15.95168359301141,15.574927331027569,15.064932430379212,14.816784696062243,14.978439671057718,21.315921485033435,15.95168359301141,15.95168359301141
1779800087.052375532,1779799505.380687952,39,19,UpHybridRe,Sigmoid X+Y,20.33429092073555,13.902085986161888,13.097110892126985,12.482311432850524,12.340711500425884,12.379342115815005,20.33429092073555,13.902085986161888,13.902085986161888
