timestamp,pupil_hardware_timestamp,event_count,active_model,num_bins,total_samples,current_rmse
1774881830.043349694,1774881341.424480915,25,Bias,1,50,12.927980341796816
1774881832.792610047,1774881342.775748014,29,ACTION_RESET_RESUME,0,0,0.0
1774881875.421269545,1774881373.994857072,54,ACTION_RESET_RESUME,0,0,0.0
