timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1780403443.293182956,1780402854.743823051,22,17,Simple Radial,593,10.031682798749207
1780403451.579441465,1780402864.072474957,23,ACTION_RESET_RESUME,0,0,0.0
1780403721.214545313,1780403131.043580055,136,ACTION_RESET_RESUME,0,0,0.0
