bin_x,bin_y,gaze_x,gaze_y,err_x,err_y
8,6,417.1005859375,316.7235107421875,11.292892835354849,-13.773582392963704
8,6,423.32659912109375,313.3558044433594,4.839668412310118,-9.894013449846796
8,6,423.10662841796875,313.6532897949219,5.222524308163429,-9.686684146470384
8,6,421.62396240234375,314.3563232421875,6.998515282990411,-9.988645402110137
8,6,423.65478515625,312.9095764160156,5.088175883296913,-8.685447822381093
8,6,423.824462890625,314.4041748046875,5.068107873189263,-10.358297914945467
8,6,422.30389404296875,311.8814392089844,6.35199150592058,-8.282556730632791
8,6,422.71331787109375,311.2189636230469,5.326455213882696,-8.274577680738787
8,6,423.89739990234375,309.5564270019531,3.5262607187198682,-7.266537595688533
8,6,419.92376708984375,309.77166748046875,7.190031380917844,-8.133416786078044
8,6,422.712646484375,308.98828125,4.832445016531892,-7.628310937967171
8,6,422.97210693359375,305.8262939453125,4.667528897163606,-4.527325853166417
8,6,426.0751953125,306.5032653808594,2.0907858459653994,-5.533873466712066
8,6,426.116455078125,307.7193298339844,3.5027401856004303,-7.659881877563578
8,6,423.63018798828125,309.92132568359375,6.79350160244627,-10.402731249810188
8,6,426.70489501953125,307.1791687011719,4.04954031085083,-8.19921670640042
8,6,430.67626953125,307.51971435546875,0.1658871708609695,-9.083468011255832
8,6,430.55242919921875,305.07476806640625,0.3770599235691634,-7.179816616050573
8,6,427.33258056640625,304.77508544921875,3.549894759765209,-7.504842664739556
8,6,426.00732421875,306.1519775390625,4.867603002801616,-8.971860080845943
8,6,427.0142822265625,304.2887268066406,3.8606449949891157,-7.108609348424068
8,6,426.51324462890625,303.667236328125,4.361682592645366,-6.487118869908443
8,6,426.60003662109375,302.1012878417969,4.274890600457866,-4.921170383580318
8,6,426.41168212890625,303.5726318359375,3.99740747874921,-6.930901102987548
8,6,424.52337646484375,302.26190185546875,5.324623276196462,-6.268644596656486
8,6,426.33099365234375,304.3152770996094,3.068136335784061,-8.840796146386708
8,6,421.55706787109375,304.13739013671875,7.82136999517212,-8.686823876933772
8,6,426.31915283203125,307.1249084472656,2.914446258487885,-11.6021437113709
8,6,423.21136474609375,303.4223327636719,5.756080197387348,-7.766896899294068
8,6,427.425537109375,302.4663391113281,1.4607256806965552,-6.798890545475615
8,6,427.209716796875,303.3166809082031,1.589059881361436,-7.5516360031877525
8,6,424.9642333984375,304.2334289550781,3.66988492693946,-8.19816338700781
8,6,424.36065673828125,301.7084045410156,4.387252938994834,-5.490169306620601
8,6,430.05316162109375,306.4789733886719,-1.4024627334846969,-10.22466709877449
8,6,423.45904541015625,305.0565185546875,4.92493246161672,-8.926253690229714
8,6,426.27520751953125,301.8985900878906,1.7753674926639746,-5.923377744577579
8,6,424.47430419921875,305.42169189453125,3.7965913417066304,-9.54140880891714
8,6,429.21697998046875,301.5906066894531,-0.24661604822165373,-5.7896432214357105
8,6,428.74005126953125,305.3973693847656,0.23031266271584627,-9.59640591674821
8,6,424.94268798828125,302.1001892089844,4.074148612798012,-7.036175463202085
8,6,426.19287109375,300.2656555175781,2.822685159120226,-5.268198456960704
8,6,425.95123291015625,302.978271484375,3.0630430708151266,-8.047367142067571
8,6,425.2877197265625,302.10040283203125,3.646981997059356,-7.501698985073858
8,6,427.36334228515625,300.8063049316406,1.498152186262871,-6.588251703029755
8,6,426.230224609375,305.4496765136719,3.328257152820811,-10.95504383916824
8,6,426.9114990234375,302.4794616699219,2.836433854167069,-8.183374901177274
8,6,427.98553466796875,300.77984619140625,1.7678843452395654,-7.098426511761431
8,6,430.06182861328125,301.1731262207031,-0.2477235178372439,-7.914315959135422
8,6,425.11883544921875,302.5052490234375,4.695269646225256,-9.246438761869797
8,6,428.0594482421875,300.25372314453125,1.876993130707035,-7.938986839619304
7,6,399.75067138671875,345.833984375,-0.3917810915510813,-8.855813205570996
7,6,392.427490234375,346.3112487792969,7.322161012718254,-9.486128457816278
7,6,399.11822509765625,348.5882568359375,0.34050539175973427,-11.791004177236232
7,6,370.88232421875,317.77349853515625,-16.458453554484322,1.989923280197445
7,6,362.46990966796875,320.05841064453125,-8.319060588194645,-0.7511692218229769
7,6,366.619873046875,317.8396911621094,-12.627913813721648,1.3051071907626692
7,6,362.14892578125,320.3147277832031,-8.273358327080643,-0.9561435574818802
7,6,364.28955078125,319.04229736328125,-10.387077460929277,0.404140492719705
7,6,368.70892333984375,318.5853576660156,-14.366455915209144,0.508596228924489
7,6,364.69415283203125,316.6834411621094,-10.917298442592426,2.3578538204101847
