timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1780402472.252582422,1780401877.705352068,13,15,Bias,475,9.295215669188105
1780402486.350126378,1780401891.798381090,14,ACTION_RESET_RESUME,0,0,0.0
1780402790.631823791,1780402200.358952999,161,ACTION_RESET_RESUME,0,0,0.0
