timestamp,pupil_hardware_timestamp,event_count,bin_count,active_model,num_bins,total_samples,current_rmse
1779474514.281264150,1779473929.683682919,46,19,Radial Concentric,837,13.268909094942053
1779474521.336820403,1779473929.683682919,46,ACTION_RESET_RESUME,0,0,0.0
1779474687.421058321,1779474095.706861973,47,ACTION_RESET_RESUME,0,0,0.0
1779474753.701581946,1779474162.273235083,50,ACTION_RESET_RESUME,0,0,0.0
